SIREN,Nom ou raison sociale de l'entreprise,Famille juridique de l'entreprise,Code postal,Libellé de la commune de l'établissement,Code du département de l'établissement,Département de l'établissement,Région de l'établissement
800198475,SIMYA PRODUCTIONS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
841350358,KUZUL SKOAZELL DIWAN SAOZON-SEVIGNEG,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
921287959,ASSOCIATION DES MAQUETTISTES AMATEURS DE CESSON (AMAC 35),Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
403632946,LES DANSES DE DOM,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
809880388,NOCTURNE ET DIURNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
418254645,LAVA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
451501431,AMELIORATION PRATIQUES INFORMATION MED,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
831305305,FIGHT'NESS 35,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
790615546,ZERO STOCK,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
890706286,ELEMENTO RECORDS,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
399040856,GYM VOLONTAIRE VERGEENNE,Associations,35160,LE VERGER,35,ILLE ET VILAINE,BRETAGNE
790618235,ASSOCIATION CULTURELLE PORTUGAISE ALMA LUSA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
794254391,DECLAMONS LA POESIE A L'UNIVERSITE DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
454070178,DAY BLIND,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
454070970,ASSOCIATION BEL AIR,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
910534809,LI(B)RE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
921288890,"ASSOCIATION DES PARENTS D'ELEVES DU REGROUPEMENT INTERCOMMUNAL DES COMMUNES DE BECHEREL, MINIAC SOUS BECHEREL, CARDROC E",Associations,35190,MINIAC-SOUS-BECHEREL,35,ILLE ET VILAINE,BRETAGNE
794254649,RENNES AMITIE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
440620904,""""" LA TROUPE DES ECHAPPEES """"",Associations,35310,CINTRE,35,ILLE ET VILAINE,BRETAGNE
888229630,ESS CARGO & CIE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
440621043,ESPERANCE DE CHARTRES BADMINTON,Associations,35131,CHARTRES-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
851434696,UNION GENERALE ETUDIANTE DE RENNES - FSE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
809884950,LE COMPTOIR DES SAVOIRS,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
451509228,BREIZH FM,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
878145192,ASSOCIATION PERINATALITE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
498892439,ASSOCIATION CULTURELLE ZASSA D AFRIQUE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
428253959,SOUFFLE MOUVEMENT ET ARTS,Associations,35890,LAILLE,35,ILLE ET VILAINE,BRETAGNE
851437509,INDIE COLLECTIVE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
487583189,LA GLANEUSE,Associations,35230,ORGERES,35,ILLE ET VILAINE,BRETAGNE
879713840,LES LUDIKOS,Associations,35150,CORPS-NUDS,35,ILLE ET VILAINE,BRETAGNE
753673631,ASSOCIATION DES ETUDIANTS JURISTES D'AFFAIRES FRANCO-BRITANNIQUES,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
699200523,KEREDES PROMOTION IMMOBILIERE,Coopératives,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
878628833,ASSOCIATION DES ETUDIANTS DU MASTER HANDICAPS ET TROUBLES NEURODEVELOPPEMENTAUX,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
537834335,LES MENUS FRETINS,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
343343133,UNION SPORTIVE DE LAILLE,Associations,35890,LAILLE,35,ILLE ET VILAINE,BRETAGNE
412879108,CARRE RENNAIS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
502916109,ENTENTE LANGAN LA CHAPELLE CHAUSSEE,Associations,35630,LA CHAPELLE-CHAUSSEE,35,ILLE ET VILAINE,BRETAGNE
505279661,FAIS PAS CI FAIT PAS CA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
502916661,DUB COLLECTIF ARTISANAL,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
884540782,JUST A CAUSE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
440636561,LA PETANQUE MONTGERMONTAISE,Associations,35850,GEVEZE,35,ILLE ET VILAINE,BRETAGNE
800207441,VAYRIE CHAMPIONS TOUR,Associations,35230,BOURGBARRE,35,ILLE ET VILAINE,BRETAGNE
907985113,BRUZ EN TRANSITION ECOLOGIQUE,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
529917585,MAM TRE,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
539567586,UNION REGIONALE DES PHARMACIENS DE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
512468075,ANMRF,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
923418461,ASSOCIATION DU CENTRE D'ENSEIGNEMENT DES SOINS D'URGENCE 35,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
449026111,ASSOC LOS LOQUITOS DE LA SALSA,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
505299537,AMICALE DU PERSONNEL DES UFR SANTE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
797810546,BEIRAY,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
821067675,ASSOCIATION BOITE EN SCENE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
848188272,SOLIDRESS 35,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
848189015,LE SOURIRE DE TYLIA,Associations,35230,BOURGBARRE,35,ILLE ET VILAINE,BRETAGNE
839407566,LES CLASSES,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
441427093,SOC CAUTION MUTUELLE IMMOB ATLANTIQUE,Coopératives,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
803085893,THOREFOLIVRES,Associations,35235,THORIGNE-FOUILLARD,35,ILLE ET VILAINE,BRETAGNE
529943227,ONIRIC VISION,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
447496969,LES ENFANTS DU TARAF,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
881666150,LA GRANDE NOMADE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
827848698,LES HANNETONS VASSELOT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
399967538,ASS RETRO MUSETTE,Associations,35135,CHANTEPIE,35,ILLE ET VILAINE,BRETAGNE
803087899,ASSOCIATION KREATURE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
803088087,LE MAG CINEMA (BREIZH MAG CINEMA),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
803088756,RESEAU INTERNATIONAL DES HAUTES ETUDES DES PRATIQUES SOCIALES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
922625009,GROUPEMENT D'EMPLOYEURS SPORT ET LOISIRS BRETAGNE,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
814044814,FELDENKRAIS RENNES,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
922625108,THEATRE L'AIRE LIBRE,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
377832910,LE GESTE ET LE REGARD,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
522930361,B GARDEN PARTY,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
853690980,AIDA,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
377832936,ASS APEL ECOLE SAINTE MARIE,Associations,35131,CHARTRES-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
414256404,LES ROCHENFOLIZ,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
898521893,ARROSOIR ARROSE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
515262939,DIALOGUE BEGUE GAIEMENT 35,Associations,35230,SAINT-ERBLON,35,ILLE ET VILAINE,BRETAGNE
483917688,LES MOURIOCHES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
814045480,PULL-BACK,Associations,35132,VEZIN-LE-COQUET,35,ILLE ET VILAINE,BRETAGNE
809354392,COMITE DE JUMELAGE ACIGNE WACHTENDONK,Associations,35690,ACIGNE,35,ILLE ET VILAINE,BRETAGNE
531734390,ASSOC L ARBRE DU VOYAGEUR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
492882295,DECKADE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
903818656,LARSENE LAPIN,Associations,35131,CHARTRES-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
883458572,IVOIRE ESPOIR,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
510665102,ASSOCIATION DE JUMELAGE RENNES SIBIU,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
492885496,DES COMMERCANTS DU CENTRE COMMERCIAL DE LA VISITATION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
510665979,MEMOIRES ET HISTOIRES SOCIALES EN ILLE ET VILAINE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
809356652,PARTHENAY DE BRETAGNE BADMINTON,Associations,35850,PARTHENAY-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
878842194,ASSOCIATION ARC-EN-CIEL POUR LES AVEUGLES,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
532868254,UNEF DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
840371579,ATARAXIA PRODUCTIONS,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
903831436,EDITIONS NI FAIT NI A FAIRE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
800971533,TETE DE L'ART,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
492888003,ASSOCIATION SLAM CONNEXION,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
843138850,JNM2019,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
792235723,LES ATELIERS DU REVE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
853415768,ASSOCIATION SPORTIVE LUTTE DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
794286161,MILLE AU CARRE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
515292696,BREIZH HORSE COMPET,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
482846490,LES TROIS COUPS D L,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
843143280,ASCIL (AMICALE SPORTIVE DU CIL),Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
410506596,COMITE DE BRETAGNE DE GYMNASTIQUE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
828788380,HESPERIS,Associations,35131,CHARTRES-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
843144452,SUPELEC FEST-NOZ,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
851164327,TEAM AIR X,Associations,35310,CHAVAGNE,35,ILLE ET VILAINE,BRETAGNE
339363558,ADEC MAISON DU THEATRE AMATEUR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
327436564,ASS REGIONALE PROFESSION SANTE LIBERAUX,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
398240879,ASS VILLEJEANNAISE INSERTION ECONOMIQUE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
503656944,ASSOCIATION PAS A PAS,Associations,35850,ROMILLE,35,ILLE ET VILAINE,BRETAGNE
794309732,BTP DEVELOPPEMENT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
398244848,DEPISTAGE DES CANCERS EN ILLE ET VILAINE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
878871060,AD FONTES ASSOCIATION INTERCULTURELLE DE LA VALORISATION  DU PATRIMOINE DE L'IMMIGRATION POLONAISE EN FRANCE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
794310201,DISQUE OVER,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
529967549,BOCAL RECORDS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
833332430,M.A.M POM' DE REINETTE,Associations,35890,LAILLE,35,ILLE ET VILAINE,BRETAGNE
510687619,L ECHIQUIER VEZINOIS,Associations,35132,VEZIN-LE-COQUET,35,ILLE ET VILAINE,BRETAGNE
482882867,LE KIOSQUE CITOYEN,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
788978450,UNION REGIONALE DES PROFESSIONNELS DE SANTE CHIRURGIENS-DENTISTES LIBERAUX DE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
850262940,LIBERATION COURT INTERNATIONAL GOSPEL CENTRE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
429658636,QUIDAM,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
893638338,INTER+VALUE - ASSOCIATION DE DEVELOPPEURS ET D'EXPERTS DE LA COOPERATION EDUCATIVE INTERNATIONALE ET DES ECHANGES INTERC,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
503676298,COLLECTIF TRANSGENI'K,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
878882463,IKEBANA OHARA RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
891610974,EQUILIBRE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
408373751,CTRE REGIONAL JEUNES AGRICULTEURS BRETAG,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
923429567,LES AMI E S DU MATRIMOINE,Associations,35650,LE RHEU,35,ILLE ET VILAINE,BRETAGNE
489664854,LE THEATRE DES SILENCES,Associations,35410,NOUVOITOU,35,ILLE ET VILAINE,BRETAGNE
489665141,ASS FAMILLES DE FRANCE PAYS DE RENNES,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
878884345,ASSOCIATION IMMOBILIERE DEPARTEMENTALE DES MFR D'ILLE-ET-VILAINE,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
920666468,LE VRAI DEBAT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
891581571,TOURNER VERS L'OUEST,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
488748260,ASS DES LASALLIENS RENNAIS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
817962509,COMPAGNIE ZADJO,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
833355415,MOTO CLUB ROAZHON SUPERMOT,Associations,35135,CHANTEPIE,35,ILLE ET VILAINE,BRETAGNE
429664949,OZALID RECORDS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
813449048,ARSENAL SPORTS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
402869069,ACTIV'ANIMATION,Associations,35230,BOURGBARRE,35,ILLE ET VILAINE,BRETAGNE
488752213,KYAL ASSOS,Associations,35150,CORPS-NUDS,35,ILLE ET VILAINE,BRETAGNE
920669207,LE SAS - STUDIO ASSOCIATIF SOLIDAIRE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
834523003,ANCRAGE PHOTOGRAPHIE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
850283102,ENERGLUMEN,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
424335545,ARRIERE BOUTIQUE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
513379321,LES BLOUSES ROSES (COMITE DE RENNES),Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
750613333,ASSOCIATION DE FAMILLES 35,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
922066220,ASSOCIATION ETUDIANTE D'EVENEMENTIEL TECHNIQUE EN SONORISATION ET ECLAIRAGE COM'SONO UNILASALLE RENNES,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
424337202,OLYMPIQUE CLUB CESSONNAIS FOOTBALL,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
901442673,MONKEY GYM (MNK),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
424338119,CESSON-SEVIGNE TENNIS CLUB,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
424339661,ASS OLYMPIQUE CESSON ESCRIME,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
424340214,CESSON RENNES METROPOLE HANDBALL,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
478460629,LA COMPAGNIE DE THALIE,Associations,35132,VEZIN-LE-COQUET,35,ILLE ET VILAINE,BRETAGNE
488769712,CIE ALDEREBADE,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
923509392,KAMARA CULTURES & PRODUCTIONS,Associations,35310,CINTRE,35,ILLE ET VILAINE,BRETAGNE
423306562,THORIGNE SHOSHIN RYU,Associations,35235,THORIGNE-FOUILLARD,35,ILLE ET VILAINE,BRETAGNE
894780501,ASSOCIATION RENNES PACE DENTAIRE,Associations,35740,PACE,35,ILLE ET VILAINE,BRETAGNE
500466594,ASS DE GESTION DE LA RESTAURATION INTERENTREPRISES DE KER-LANN,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
842370991,KER MOTEMA SANS FRONTIERE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
813467792,GROUPEMENT D EMPLOYEURS BREIZH GYMNASTIQUE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
842387003,ACTIVITES CITOYENNES,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
402882583,CLUB IGR,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
439616400,MODERN' JAZZ D' ORGERES,Associations,35230,ORGERES,35,ILLE ET VILAINE,BRETAGNE
830501755,GEOLINK,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
424347458,ACTE 2000,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
424348720,OLYMPIQUE CLUB CESSONNAIS NATATION,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
424349033,OLYMPIQUE CLUB CESSONNAIS JUDO,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
402888515,ASSOCIATION LOI 1901 L'EAU VIVE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
775666639,ASSOC NATIONALE COMPAGNONS BATISSEURS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
334912474,ETUDES ET CHANTIERS,Associations,35132,VEZIN-LE-COQUET,35,ILLE ET VILAINE,BRETAGNE
877826396,TRYBU,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
839418829,CARS AND GIRLS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
851496992,MAREM FRANCE GRAND OUEST,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
443444211,MOT Z'ART,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
790626972,ASSOCIATION DES ETUDIANTS DE DROIT PUBLIC (A.E.D.P.),Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
500485792,LES PETITS CHANTEURS DE SAINT-MARTIN,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
519189690,US VERN JUDO,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
814669495,SALSA NEW STYLE,Associations,35135,CHANTEPIE,35,ILLE ET VILAINE,BRETAGNE
900074626,"PARLONS EGALITE, PARLONS BIEN",Associations,35135,CHANTEPIE,35,ILLE ET VILAINE,BRETAGNE
753724046,COLLECTIF DES ORGANISATIONS DE SOLIDARITE INTERNATIONALE ISSUES DES MIGRATIONS DE LA REGION BRETAGNE(COSIM BRETAGNE),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
350249140,UNION AMICALE ET SPORTIVE OUEST FRANCE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
478483571,ASSOCIATION DE MULOT VERNOIS,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
814669610,MONTESSO'RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
901470229,GUILART,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
478485238,L'ECHO DES MOTS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
922088554,GE SAAD ADMR35,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
424365500,OLYMPIQUE CLUB CESSONNAIS GYMNASTIQUE,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
922088646,GE STRUCTURES ADMR35,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
802446542,LA BJB - LES BRAS ET LES JAMBES BRETILLIENS,Associations,35310,CINTRE,35,ILLE ET VILAINE,BRETAGNE
487601643,ELIPSIUM,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
505304196,VIVANCE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
520647991,KROMATE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
522935261,ASSOCIATION DES HAITIENS DE RENNES,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
800235707,SAM'VA,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
531765733,LE CAFE GEOGRAPHIQUE DE RENNES,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
492298187,ASSOCIATION LE GOUT DE VIVRE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
831324371,USPE ORGERES,Associations,35890,LAILLE,35,ILLE ET VILAINE,BRETAGNE
509227732,L ESCARGOT  MIGRATEUR,Associations,35410,NOUVOITOU,35,ILLE ET VILAINE,BRETAGNE
800236176,ATOUT CADRE,Associations,35150,CORPS-NUDS,35,ILLE ET VILAINE,BRETAGNE
384085890,COMITE DEPARTEMENTAL VOILE ILLE & VILAIN,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
433110236,COMITE REGIONAL DE CANOE KAYAK,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
412939399,LE CLUB DES LEADERS D'ENTREPRISE,Associations,35230,ORGERES,35,ILLE ET VILAINE,BRETAGNE
418332466,APSARA FLAMENCO,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
800236796,COOPERATIVE BRETONNE DE CAPOEIRA,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
848217980,WE FEEL YOU INT'L,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
509228573,FOOTBALL CLUB CENTRE HOSPITALIER GUILLAUME REGNIER,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
790652200,COMPAGNIE CORPS IVOIRE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
814673992,ACTIVE EMPLOI,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
350342150,MAITR SCIENCE TECHN ECONO ENTRE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
509933628,ENSEMBLE VOCAL RESONANCE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
400991667,ASS CHRET EVANGEL PAYS DE RENNES,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
306964883,COOP DE CONSTRUCTION,Coopératives,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
814674529,DELEGATION PERMANENTE BRETAGNE EUROPE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
433114709,CAROLZONIE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
509229605,ISATI,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
923462774,EL VIENTO,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
908019649,GROUPEMENT D'EMPLOYEURS COPI,Associations,35740,PACE,35,ILLE ET VILAINE,BRETAGNE
418342937,COMITE DEPART DE RUGBY D'ILLE ET VILAINE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
882082555,PLAN B,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
825169352,ASSOCIATION DES PARENTS DELEVES DES ECOLES PUBLIQUES PRIMAIRES ET MATERNELLES DE LA VILLE DE BRUZ CHAMP PRE VERT,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
479321796,FILAJ DU-MAN,Associations,35850,PARTHENAY-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
803113448,DEADLAND,Associations,35740,PACE,35,ILLE ET VILAINE,BRETAGNE
330573874,FEDER AUMONERIE ENSEI PUBL VILLE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
917508426,BRADERIE RIAVAL,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
825173792,ASSOCIATION DU CINEMA EST MORT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
431870948,CUMA  LA MARGUERITE,Coopératives,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
498165521,COMPAGNIE LA PLAINE DE JOIE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
480080381,ASSOCIATION CONVIVIUM MUSICUM,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
480080498,ASS FRANCO IRANIENNE DE BRETAGNE,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
848230025,L'ENTOURLOUPE,Associations,35150,CORPS-NUDS,35,ILLE ET VILAINE,BRETAGNE
450693346,ASS SPORTIVE DU GOLF DE CESSON SEVIGNE,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
343448460,RENNES KARATE,Associations,35235,THORIGNE-FOUILLARD,35,ILLE ET VILAINE,BRETAGNE
884763814,ASSOCIATION POUR LA PROMOTION ET LE DEVELOPPEMENT DE L'AVION MINI-CARGO ET SES DERIVES,Associations,35310,CHAVAGNE,35,ILLE ET VILAINE,BRETAGNE
908050438,STAPS RENNES PROJECT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
