id,structure_id,source,nom,conditions_acces,description,type,thematiques,frais,frais_precisions,publics,publics_precisions,commune,code_postal,code_insee,adresse,complement_adresse,longitude,latitude,horaires_accueil,lien_source,telephone,courriel,contact_nom_prenom,date_maj,lien_mobilisation,mobilisable_par,mobilisation_precisions,modes_accueil,modes_mobilisation,zone_eligibilite,volume_horaire_hebdomadaire,nombre_semaines,score_qualite
carif-oref--06_2294335S,carif-oref--06_3122,carif-oref,PREPA Avenir Jeunes,SOUS RESERVE DE FINANCEMENT REGION,"### Objectif de la formation

PRÉPA Avenir Jeunes a pour objectifs de permettre aux stagiaires de  
Reprendre confiance et restaurer l'estime de soi  
Restaurer le lien avec leurs pairs, les institutions et les administrations, le monde du travail…  
Lutter contre le non-recours, favoriser « l'aller vers » et l'accès aux droits  
Devenir acteurs de son parcours  
Bénéficier d'une remise à niveau du socle des compétences de base  
Accréditer les compétences déjà acquises et celles développées pendant le parcours de formation  
Permettre et encourager une démarche de certification des compétences acquises  
Se projeter dans le monde du travail en construisant un projet professionnel réaliste  
Envisager un parcours de formation qualifiante si nécessaire  
À l'issue de la formation, les personnes peuvent bénéficier d'une aide pour l'accompagnement à la qualification, afin de mener à bien leur entrée en formation qualifiante.

### Contenu de la formation

**Phase de dynamisation (optionnelle et à temps partiel)**  
Accueil  
Développement personnel et dynamique de groupe à travers des activités sportives, culturelles , artistiques et des jeux collectifs...  
Projet collectif autour d'un thème libre avec débats, échanges et partages  
Bilan individuel et collectif  
**Phase de construction**  
Développement personnel par des activités sportives, culturelles et artistiques  
Sensibilisation à la citoyenneté et à la mobilité  : découverte des institutions,  exercice de ses droits sociaux...  
Exploration de l'environnement économique et élaboration du projet professionnel  
Exploration de l'environnement professionnel  
Sensibilisation à l'égalité femmes-hommes  
Codes socioprofessionnels, communication vers l'entreprise  
Acquisition des techniques de recherche d'emploi et mise en pratique  
Mises en situation professionnelle accompagnée : jeux sérieux, outils de simulation, projets collectifs, immersion en plateau technique...  
Remise à niveau des compétences professionnelles clés : communication écrite et orale, bases de calcul, numérique...  
**Phase de capitalisation**  
Valorisation du parcours et des acquis  
Validation du projet professionnel devant un employeur ou un partenaire et un·e conseiller·ère emploi  
Reconnaissance et formalisation des compétences acquises par attribution de badges numériques",formation,"['trouver-un-emploi--suivre-ses-candidatures-et-relancer-les-employeurs', 'preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi', 'choisir-un-metier--confirmer-son-choix-de-metier']",,,['demandeurs-emploi'],"Tout public, jeunes de 16 a 25 ans en recherche d emploi",Rennes,35000,35238,"5 Rue Leon Berthault, ZI Route de Lorient / CS24361",,-1.730944,48.108062,,https://www.clps.net/formation/fiche/formation-prepa-avenir-jeunes-favoriser-mon-acces-a-l-emploi/id-815,+33299145000,rennes@clps.net,,2026-06-26,,['professionnels'],,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']","['22', '29', '35', '56']",,,0.8499999999999999
carif-oref--06_2178654S,carif-oref--06_16195P,carif-oref,Ouvrir l'école aux parents pour la réussite des enfants - OEPRE,-,"### Objectif de la formation

Les formations ont pour but de favoriser l'intégration des parents d'élèves, primo-arrivants, immigrés ou étrangers hors Union européenne, volontaires, en les impliquant notamment dans la scolarité de leur enfant.

### Contenu de la formation

Les formations portent sur trois axes d'apprentissage  
- l'acquisition du français (comprendre, parler, lire et écrire)  
- la connaissance des valeurs de la République et leur mise en œuvre dans la société française  
- la connaissance du fonctionnement et des attentes de l'école vis-à-vis des élèves et des parents  
Cette formation est assurée par des enseignants en Français Langue Seconde, des enseignants des UPE2A, ou des membres d'associations diplômés en FLE-FLS",formation,['lecture-ecriture-calcul--maitriser-le-francais'],,,['personnes-exilees'],Refugie ; Primo-arrivant,Rennes,35000,35238,13 Rue Philippe Nordmann,,-1.65821,48.107368,,https://www.intercariforef.org/formations/ouvrir-l-ecole-aux-parents-pour-la-reussite-des-enfants-oepre/formation-06_26195099F_2178654S.html,+33257213079,ecole.0350603R@ac-rennes.fr,,2026-01-20,,['professionnels'],,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']","['22', '29', '35', '56']",,,0.9000000000000001
carif-oref--06_2165456S,carif-oref--06_9980,carif-oref,Ouvrir l'école aux parents pour la réussite des enfants - OEPRE,-,"### Objectif de la formation

Les formations ont pour but de favoriser l'intégration des parents d'élèves, primo-arrivants, immigrés ou étrangers hors Union européenne, volontaires, en les impliquant notamment dans la scolarité de leur enfant.

### Contenu de la formation

Les formations portent sur trois axes d'apprentissage  
- l'acquisition du français (comprendre, parler, lire et écrire)  
- la connaissance des valeurs de la République et leur mise en œuvre dans la société française  
- la connaissance du fonctionnement et des attentes de l'école vis-à-vis des élèves et des parents  
Cette formation est assurée par des enseignants en Français Langue Seconde, des enseignants des UPE2A, ou des membres d'associations diplômés en FLE-FLS",formation,['lecture-ecriture-calcul--maitriser-le-francais'],,,['personnes-exilees'],Refugie ; Primo-arrivant,Rennes,35000,35238,8 Boulevard de la Liberté,,-1.676304,48.107593,,http://www.ac-rennes.fr,+33299301674,ecole.0351774n@ac-rennes.fr,,2026-06-26,,['professionnels'],,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']","['22', '29', '35', '56']",,,0.9000000000000001
cd35--1155--accueil-collectif-ponctuel,cd35--1155,cd35,Accueil collectif ponctuel : halte garderie - multi accueil,,"Les établissements ou services « multi -accueil » associent différentes formules d’accueil : accueil à temps partiel, accueil ponctuel ou en urgence, ou crèche / halte-garderie et crèche familiales
L’objectif des multi-accueil est d’apporter la plus grande souplesse possible des solutions d’accueil qui sont proposées aux parents.
En permettant de combiner accueil collectif et accueil familial, ils répondent également à des besoins d’accueil à des horaires atypiques (fins de semaines, nuit). 
 
Le Multi-accueil associatif Chapi Chapo accueille de manière régulière et occasionnelle les enfants à partir de 10 semaines dans un cadre stimulant et sécurisant. Des jeux libres et des activités ponctuent leurs journées tout en respectant leurs rythmes individuels.
16 places ",aide-materielle,['famille--garde-denfants'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles']",,Saint-Erblon,35230,35266,1 Place des Droits de l'Homme,,-1.651255,48.018093,Du lundi au vendredi de 7h30 à 18h30.,https://annuaire.ille-et-vilaine.fr/organisme/1155-multi-accueil-associatif-chapi-chapo-saint-erblon,+33299051641,chapichapopro@yahoo.fr,,2020-06-17,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
cd35--3313--accueil-collectif-ponctuel,cd35--3313,cd35,Accueil collectif ponctuel : halte garderie - multi accueil,,"Le jardin d'enfants est un mode d'accueil pendant la journée. Il se situe, dans son fonctionnement, à mi-chemin entre la crèche collective et l'école maternelle.
Le jardin d'enfants propose des activités pédagogiques favorisant l'éveil des enfants. Certains jardins d'enfants accueillent des enfants handicapés.
Les activités sont réalisées par un personnel qualifié (notamment par des éducateurs de jeunes enfants et auxiliaires de puériculture).
Les horaires d'ouverture correspondent en général aux horaires de bureau.
 
Le jardin d’enfants est une structure d’accueil collectif pour les enfants de 2 à 3 ans non scolarisés se définissant comme une passerelle entre la crèche et l’école maternelle.
C’est avant tout un lieu d’éveil et de socialisation adapté aux besoins physiques, physiologiques et psychoaffectifs de l’enfant.
Agrée pour accueillir 20 enfants, le jardin d’enfants est installé dans les locaux des Jardins de l’Ille (rue Abbé Filaux) en accueil régulier, occasionnel ou en place d’urgence, du lundi au vendredi de 8h à 18h30.",aide-materielle,['famille--garde-denfants'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles']",,Saint-Grégoire,35760,35278,Rue de l'Abbé Robert Filaux,,-1.681327,48.152622,Ouverture du lundi au vendredi : 8h-18h30,https://annuaire.ille-et-vilaine.fr/organisme/3313-jardin-denfants-public-saint-gregoire,+33299236068,jardinenfant@saint-gregoire.fr,,2020-06-22,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
cd35--261--accueil-collectif-ponctuel,cd35--261,cd35,Accueil collectif ponctuel : halte garderie - multi accueil,,"Les établissements ou services « multi -accueil » associent différentes formules d’accueil : accueil à temps partiel, accueil ponctuel ou en urgence, ou crèche / halte-garderie et crèche familiales
L’objectif des multi-accueil est d’apporter la plus grande souplesse possible des solutions d’accueil qui sont proposées aux parents.
En permettant de combiner accueil collectif et accueil familial, ils répondent également à des besoins d’accueil à des horaires atypiques (fins de semaines, nuit). 
 
Concerne le quartier du Blosne.
La crèche fonctionne sous la responsabilité d'un directeur de crèche et est animée par des professionnels de la petite enfance.
La crèche collective est une structure municipale qui accueille des enfants de moins de 3 ans, pendant la journée, de un à cinq jours par semaine.
Capacité d'accueil : 64 enfants. / Cet établissement accueille des enfants de 3 mois à 4 an(s).

Les demandes d'inscription se font uniquement à l'Étoile et sur rendez-vous.
La crèche collective est un accueil collectif régulier dans une structure gérée par une Association ou une Collectivité Publique. Ce lieu d'accueil répond aux besoins des familles, en fontion des possibilités de la structure.
Les inscriptions se font  auprès de l'Etoile - centre info petite enfance - 9, rue Jacues Gabriel à Rennes - tél. 02 99 67 11 70 - http://www.etoile-rennes.fr/.",aide-materielle,['famille--garde-denfants'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles']",,Rennes,35200,35238,4 Rue de Hongrie,,-1.657544,48.08999,Lundi à vendredi : 7h30-18h30,https://annuaire.ille-et-vilaine.fr/organisme/261-multi-accueil-collectif-et-familial-public-henri-wallon-rennes,+33223621454,dpe@ville-rennes.fr,,2020-06-17,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
cd35--3333--accueil-collectif-permanent,cd35--3333,cd35,Accueil collectif permanent : crèche - micro-crèche ...,,"Une micro-crèche est un établissement d’accueil collectif destiné aux enfants âgés de moins de 6 ans. L’article R.2324-17 du Code de la santé publique définit les micro-crèches comme des « établissements d’accueil collectif dont la capacité est limitée à 10 places ». Une équipe de professionnels y assure l’accueil, dans des locaux adaptés et aménagés pour le bien-être et la sécurité des enfants. L’accueil du jeune enfant en micro-crèche est soumis à des règles précises d’ouverture, de fonctionnement, de financement public et au respect des normes de qualité et de sécurité.
 
Les micro crèches ""Les Minibulles"" accueille vos enfants de 2 mois 1/2 à l'entrée à l'école.
L'équipe est composée :

d'une éducatrice de jeune enfant
d'une auxiliaire de puériculture
d'une assistante petite enfance

 ",aide-materielle,['famille--garde-denfants'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles']",,Cesson-Sévigné,35510,35051,3 Rue des Saules,,-1.624085,48.112429,Du lundi au vendredi de 7h30 à 20h30,https://annuaire.ille-et-vilaine.fr/organisme/3333-micro-creche-privee-les-minibulles-cesson-sevigne,+33299016721,mc.lesminibulles@orange.fr,,2020-06-24,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
cd35--1756--accueil-collectif-ponctuel,cd35--1756,cd35,Accueil collectif ponctuel : halte garderie - multi accueil,,"Le Jardin d'Enfants accueille les enfants résidant sur les communes du C.I.A.S, âgés de 15 mois à 4 ans, pendant la période scolaire. Il regroupe 4 haltes garderies qui se situent à Bréal sous Montfort, Chavagne, Cintré, Saint Gilles.
La demande d'inscription des enfants appartenant à une commune extérieure du C.I.A.S sera prise en considération selon les places disponibles.
Les inscriptions s'effectuent directement près de l'éducatrice de jeunes enfants ou en appelant le Pôle Petite Enfance au CIAS.
Présentation de la hlate-garderie de Mordelles (16 places):
La halte-garderie fonctionne sous la responsabilité d'une éducatrice de jeunes enfants et une aide éducatrice.
La tarification varie en fonction des ressources de la famille et du nombre d'enfants à charge.
La halte-garderie permet aux parents de se libérer ponctuellement, et aux enfants de faire en douceur l'expérience de la séparation et de la vie en collectivité.",aide-materielle,['famille--garde-denfants'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles']",,Mordelles,35310,35196,Route de Cintré,,-1.855958,48.07795, lundi : 9h-12h ,https://annuaire.ille-et-vilaine.fr/organisme/1756-halte-garderie-publique-jardin-denfants-mordelles,+33290023680,petitenfance@cias-ouest-rennes.fr,,2020-02-06,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
cd35--2062--consultation-juridique-gratuite,cd35--2062,cd35,Consultation juridique gratuite,,"Ouverture le 1er septembre 2014 de cet équipement de quartier géré par l'association 3 regards/Léo Lagrange. La Maison de quartier de Beauregard, espace de partage et d’accueil des habitants (familles, jeunes, adultes ) et des associations autour de démarches favorisant la rencontre, le débat et le vivre ensemble, la pratique d’activités socio-culturelles et la mise en oeuvre de temps festifs et conviviaux. Location de salles.
HORAIRES D'ACCUEIL DU PUBLIC :

lundi et mardi de 14h à 18h
mercredi, jeudi, vendredi : de 9h à 12h & de 14h à 18h
samedi de 14h à 18h ( pas de secrétariat).
Point d'accès au droit du CDAD - primo-conseil juridique généraliste gratuit
Avocats généralistes :
- permanence le 1er et 3ème vendredi du mois de 9h à 11h  sur rdv au 02 99 31 16 62 (personnes non imposables, bénéficiaires de minima sociaux ou revenus inférieurs au plafond de l'aide juridictionnelle).
Notaires : 
- permanence le 4ème vendredi du mois de 9h à 11h sur rdv à la Chambre départementale des notaires au 02 99 65 23 24
Huissiers de justice : 
- permanence le 2ème vendredi du mois de 9h à 11h sans rendez-vous ",accompagnement,['difficultes-administratives-ou-juridiques--prendre-en-compte-une-problematique-judiciaire'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'jeunes']",,Rennes,35000,35238,11 Avenue André Mussat,,-1.696005,48.130017,,https://annuaire.ille-et-vilaine.fr/organisme/2062-le-cadran-rennes,+33257240040,accueil@3regards.com,,2020-02-05,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
cd35--3257--accueil-collectif-ponctuel,cd35--3257,cd35,Accueil collectif ponctuel : halte garderie - multi accueil,,"Les établissements ou services « multi -accueil » associent différentes formules d’accueil : accueil à temps partiel, accueil ponctuel ou en urgence, ou crèche / halte-garderie et crèche familiales
L’objectif des multi-accueil est d’apporter la plus grande souplesse possible des solutions d’accueil qui sont proposées aux parents.
En permettant de combiner accueil collectif et accueil familial, ils répondent également à des besoins d’accueil à des horaires atypiques (fins de semaines, nuit). 
 
Capacité d'accueil : 20 places
Âge des enfants accueillis : de 4 mois jusqu'à 4 ans
Le multi-accueil est un lieu d'accueil régulier et occasionnel de jeunes enfants qui répond aux besoins des familles, en fonction des possibilités de la structure.",aide-materielle,['famille--garde-denfants'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles']",,Bruz,35170,35047,5 Avenue Alphonse Legault,Maison de l'enfance,-1.744812,48.026018,"Lundi et mercredi : 8h30 - 12h30 et 13h30 - 18h Mardi, jeudi et vendredi : 8h30 - 18h",https://annuaire.ille-et-vilaine.fr/organisme/3257-multi-accueil-public-maison-des-enfants-bruz,+33299054461,maisondesenfants@ville-bruz.fr,,2020-06-16,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
carif-oref--06_2294647S,carif-oref--06_3122,carif-oref,PREPA Avenir adultes,SOUS RESERVE DE FINANCEMENT REGION,"### Objectif de la formation

PRÉPA Avenir Adultes a pour objectifs de  
Retrouver une dynamique de construction de projet professionnel dans un cadre collectif et sur une période courte,  
Identifier et développer des compétences transverses liées aux savoirs être et aux comportements adaptés aux situations professionnelles tout en valorisant les compétences déjà acquises et/ou en les actualisant,  
Construire ou adapter un projet professionnel en vue d'une poursuite de parcours vers la qualification.  
À l'issue de la formation, les personnes peuvent bénéficier d'une aide pour l'accompagnement à la qualification, afin de mener à bien leur entrée en formation qualifiante.

### Contenu de la formation

**Accueil et positionnement dynamique**  
**Phase de mobilisation avec **stage en entreprise****  
Estime de soi et image professionnelle  
Je travaille sur la reprise de confiance et l'estime de soi lors d'ateliers pratiques et avec un accompagnement individualisé.  
Je renforce mon image professionnelle grâce à des jeux de rôle et des conseils pratiques  
Je réalise un diagnostic mobilité et recherche des solutions en lien avec mon projet  
Projet professionnel  
J'apprends à m'orienter avec les outils numériques  
Je construis mon projet à l'aide du PASS'PRO : j'avance par étape en m'appuyant sur le groupe  
Développement des compétences : je consolide et je développe les compétences socles qu'attendent les employeurs (compétences transversales, remise à niveau des savoirs? de base, compétences numériques,? Sauveteur secouriste du travail….).? L'attribution de badges numériques facilite leur reconnaissance  
**Validation**  
Je valide mon projet professionnel devant un employeur ou un partenaire et mon·ma conseiller·ère emploi",formation,"['trouver-un-emploi--suivre-ses-candidatures-et-relancer-les-employeurs', 'preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi', 'choisir-un-metier--confirmer-son-choix-de-metier']",,,['demandeurs-emploi'],Personnes en recherche d emploi disposant d une experience professionnelle mais etant generalement peu qualifiees et/ou fragilisees par une longue periode de chomage,Rennes,35000,35238,"5 Rue Leon Berthault, ZI Route de Lorient / CS24361",,-1.730944,48.108062,,https://www.clps.net/formation/fiche/formation-prepa-avenir-adultes-dynamiser-mon-retour-a-l-emploi/id-630,+33299145000,rennes@clps.net,,2026-06-26,,['professionnels'],Information collective,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']","['22', '29', '35', '56']",,,0.9000000000000001
cd35--1321--consultation-juridique-gratuite,cd35--1321,cd35,Consultation juridique gratuite,,"
Accueil et écoute des femmes étrangères, orientation dans les démarches administratives
Aie à l'insertion sociale et professionnelle. Médiation sociale et interculturelle. Formation pour l'acquisition de la langue française.
Conférences , débats, expositions, lieu de ressources pédagogiques. Échanges culturels et expression artistique.

Trois lieux proposés :
1] Rennes-Villejean 7, bis rue d'Armagnac
2] Rennes-Maurepas 3, square St-Exupéry
3] Rennes-Le Blosne 13, Square de Galicie
Pour les jours et heures contacter l'association.
Consultations juridiques possible",accompagnement,['difficultes-administratives-ou-juridiques--prendre-en-compte-une-problematique-judiciaire'],,,"['actifs', 'beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'jeunes']",,Rennes,35000,35238,7bis Rue d'Armagnac,,-1.715826,48.119773,jeudi de 16h30 à 17h30 et vendredi de 9h à 12h ou sur RDV.,https://annuaire.ille-et-vilaine.fr/organisme/1321-association-declic-femmes-rennes,+33223461792,asso-declic-femmes@wanadoo.fr,,2023-12-20,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
cd35--887--aide-a-la-famille,cd35--887,cd35,Aide à la famille,,"Le CIAS de Mordelles regroupe plusieurs communes et plusieurs services :
 
Pôle Solidarités - Emploi :
- Aide sociale, gratuité transport : tél. 02 23 41 28 00
- Permanences du PAE : au Rheu (lundi et vendredi 9h00 à 12h00) : Médiathèque L'Autre Lieu, Rue du Dr Wagner. A Mordelles (mardi et jeudi de 9h à 12h) : CIAS, Place Toulouse-Lautrec, Parc du Pressoir, Route de Cintré. Accueil possible sur rendez-vous. L'équipe Emploi Formation : pae@cias-ouest-rennes.fr. Tél. : 02 90 02  36 41 ou 02 90  02 36 40.
 
- Les ateliers internet pour l'emploi  : au Rheu, Espace Jeunesse, Le Quai de 13h30 à 16h30. Sur inscription auprès du PAE : 02 90 02 36 41 ou 02 90 02 36 40 (pae@cias-ouest-rennes.fr)
 
- Start'Air : au PAE : Médithèque l'Autre lieu au Rheu de 9h à 12h. Prendre RDV à Start'Air au 02 99 22 20 13 ou auprès du PAE (02 90 02 36 41 ou 02 90 02 36 40, pae@cias-ouest-rennes.fr)
 
- Agirabcd : des bénévoles peuvent vous aider à remplir un document administratif, à écrire un courrier, une lettre de motivation... Action gratuite et anonyme. Mordelles: permanences sans rendez-vous le 2ème et le 4ème mercredi du mois de 10h à 12h ou bien accueil sur RDV : téléphonez au CIAS au 02 23 41 28 00
 
Pôle petite enfance : tél. 02 90 02 36 80, email : petitenfance@cias-ouest.rennes.fr
Le CIAS à l'ouest de Rennes gère pour les communes de Bréal-sous-Montfort, Chavagne, Cintré, Mordelles, Le Rheu, Saint-Gilles et Vezin-le-Coquet un Pôle petite enfance proposant différents services :
 
- Les jardins d'enfants : le jardin d'enfants permet une première approche de la vie en collectivité avant l'entrée à l'école maternelle. Chaque semaine dans un même groupe, l'enfant, à partir de 15 mois, apprend à se séparer du milieu familial et à s'adapter à la vie sociale. Plusieurs sites accueillent les enfants le matin : Bréal (lundi, mercredi et jeudi), Cintré (mercredi), Chavagne (mardi et vendredi) et Saint-Gilles (mardi et vendredi). Les inscriptions sont possibles tout au long de l'année  
 
- La ludothèque intercommunale ""Tournévire"" est un espace de jeux tout public : Ferme du Pâtis, Route de Cintré, 35310 Mordelles. Elle propose à l'ensemble des habitants du territoire du CIAS de jouer sur place et d'emprunter des jeux. Ouverture au public : mardi (16h00 - 19h00), mercredi (10h00 - 12h30 et 15h00 - 18h30), vendredi (16h00 - 19h00) et samedi (9h30 - 12h30). Horaires vacances scolaires (sauf Noêl) : mardi, mercredi, vendredi, 10h00 - 12h 30 et 15h00 - 19h00). Tél. 02 90 02 36 83. Email : ludothèque@cias-ouest-rennes.fr
 
- 3 multi-accueils pour l'accueil des enfants de 2 ½ mois à 4 ans de manière régulière, occasionnelle ou en urgence :  au Rheu, le Pôle Chrysalide (40 places) : il est ouvert de 7h15 à 19h30 (avec un agrément modulable de 7h15 à 8h00 et de 18h00 à 19h30 ainsi que le mercredi et les petites vacances scolaires, pour 25 places), ouvert toute l'année, tél. 02 99 60 86 68, email : mae.lerheu@cias-ouest-rennes.fr. A la Ferme du Pâtis : l'unité de Mordelles (20 places) : ouvert de 7h30 à 18h30 (fermeture 3 semaines en août et 1 semaine à Noêl), tél. 02 99  85 18 08, email : mae.mordelles@cias-ouest-rennes.fr . A Vezin-le-Coquet : Les Moutics (12 places) : ouvert de 8h00 à 18h30 (fermeture 3 semaines en août et 1 semaine à chaque vacance scolaire), tél. 02 99 26 37 50, email : mae.vezin@cias-ouest-rennes.fr .
 
Le relais Intercommunal Parents Assistants Maternels Enfants est le premier lieu ressources autour de l'accueil du jeune enfant pour les parents, futurs parents et professionnels de la petite enfance. Il propose des permanences d'information, des ateliers d'éveil, des soirées sur la thématique petite enfance. Il fonctionne sur les mêmes communes, hors Bréal : tél. 02 90 02 36 85, email : ripame@cias-ouest-rennes.fr
Permanences du Ripame avec ou sans rdv : Chavagne (mairie) mardi 14h à 18h - Cintré (Maison des p'tits bouts) jeudi 14h à 18h - le rheu (médiathèque) mercredi 9h à 12h30 - Mordelles (Cias) vendredi 8h30 à 12h30 - Saint-Gilles (",accompagnement,['famille--soutien-a-la-parentalite-et-a-leducation'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles', 'jeunes', 'personnes-en-situation-de-handicap', 'seniors']",,Mordelles,35310,35196,Place de Toulouse-Lautrec,,-1.852664,48.071312, Lundi au jeudi : 9h-12h et 13h30-17h Vendredi : 9h-12h et 13h30-16h ,https://annuaire.ille-et-vilaine.fr/organisme/887-centre-intercommunal-daction-sociale-cias-a-louest-de-rennes-saad-mordelles,+33223412800,cias@cias-ouest-rennes.fr,,2021-01-29,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7199999999999999
ma-boussole-aidants--27873--1,ma-boussole-aidants--27873,ma-boussole-aidants,Premiers contacts,,"Interlocuteur de premier niveau pour des conseils, orientation et accompagnement dans les démarches d’accès aux droits et aux aides financières. Ils sont en général la première porte d’entrée dans le parcours d’un aidant.",accompagnement,"['difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives', 'difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits', 'equipement-et-alimentation--alimentation', 'logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement', 'remobilisation--lien-social']",gratuit,,,Âge minimum : 0 Âge maximum : 120,Pont-Péan,35131,35363,2 Avenue du Chemin Vert,,-1.706164,48.010883,,https://maboussoleaidants.fr/mes-solutions/centre-communal-action-sociale-ccas/35/27873,+33299524170,mairie@pontpean.bzh,,2025-09-15,,"['usagers', 'professionnels']",,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']",['243500139'],,,0.8800000000000001
cd35--1724--accompagnement-educatif,cd35--1724,cd35,Accompagnement éducatif,,"La Maison de l’Enfance accueille 105 jeunes âgés de 6 à 21 ans. Ils sont encadrés par des équipes dynamiques, animées par un souci de qualité, assurant une mission de service public. Il s’agit de répondre au mieux aux besoins de ces jeunes.
 
L’Institution a une double habilitation : celle du Conseil Départemental (ASE) et celle de la Protection Judiciaire de la Jeunesse (magistrats).
 
Le rôle de protection qui nous est confié a pour axe principal l’Intérêt de l’Enfant (éducation, socialisation, écoute de la personne, travail autour de la relation familiale, …). Les différents dispositifs (internat, placement à domicile, service de suite) concourent à la construction de chaque jeune, en l’aidant à s’approprier son histoire. Un des principaux objectifs de notre action éducative est de rendre le jeune acteur de sa vie, et donc de lui permettre de construire son avenir. Les professionnels ont aussi un rôle dans la valorisation de l’estime que chaque jeune peut avoir de lui-même, et de la confiance qu’il peut avoir en lui.
 
La Maison de l’Enfance offre un éventail de solutions diversifiées pour répondre au mieux aux problématiques rencontrées. 
 ",accompagnement,['famille--soutien-a-la-parentalite-et-a-leducation'],,,"['actifs', 'beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles']",,Bruz,35170,35047,Carcé,,-1.723968,48.018403,"Du lundi au vendredi : 8h30-12h30, 14h-17h.",https://annuaire.ille-et-vilaine.fr/organisme/1724-maison-de-lenfance-bruz,+33299526137,me.carce@pep35.org,,2020-02-06,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
ma-boussole-aidants--31359--1,ma-boussole-aidants--31359,ma-boussole-aidants,Premiers contacts,,"Interlocuteur de premier niveau pour des conseils, orientation et accompagnement dans les démarches d’accès aux droits et aux aides financières. Ils sont en général la première porte d’entrée dans le parcours d’un aidant.",accompagnement,"['difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives', 'difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits', 'equipement-et-alimentation--alimentation', 'logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement', 'remobilisation--lien-social']",gratuit,,,Âge minimum : 0 Âge maximum : 120,Le Rheu,35650,35240,8 Rue du Docteur Wagner,,-1.796792,48.098866,,https://maboussoleaidants.fr/mes-solutions/maison-departementale-autonomie-mda/35/31359,+33299354952,contact@clic.noroit.fr,,2025-09-12,,"['usagers', 'professionnels']",,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']",['35'],,,0.8800000000000001
