id,siret,nom,commune,code_postal,code_insee,adresse,complement_adresse,longitude,latitude,telephone,courriel,site_web,description,source,date_maj,lien_source,horaires_accueil,accessibilite_lieu,reseaux_porteurs
cd35--2226,,AMELIS - SAAD - Cesson-Sévigné,Cesson-Sévigné,35510,35051,1 Avenue de Belle Fontaine,,-1.627352,48.127612,+33230039356,contact-cessonsevigne@amelis-services.fr,https://www.amelis.com/nos-agences,"Les services d’aide et d’accompagnement à domicile (SAAD) désignent les organismes publics (gestion par un Centre Communal d’Action Sociale) ou privés (gestion par une entreprise ou une association) qui interviennent au domicile des personnes pour des actes de la vie quotidienne : aide à la préparation et prise des repas, aide aux tâches ménagères, aide au lever et coucher, accompagnement aux courses…
Ils accompagnement notamment les personnes âgées dépendantes, les personnes en situation de handicap ainsi que les familles.
Les SAAD interviennent :
 - Soit en prestataire de service. Dans ce cas, le SAAD est l’employeur de la personne qui rend le service et s’occupe de toutes formalités (bulletins de salaires, gestion des congés, remplacement, recrutement…). Ces SAAD sont autorisés par le Département.
 - Soit en service mandataire. Dans ce cas, la relation avec l' intervenant à domicile est effectuée par le SAAD. Ce dernier assure les formalités administratives et les déclarations sociales liées à l’emploi mais la personne reste l’employeur légal de l’aide à domicile. Elle doit assurer toutes les responsabilités de celui-ci (recrutement, remplacement, éventuellement licenciement…). Ces SAAD sont agréés par la DIRECCTE – la Direction Régionale des entreprises, de la Concurrence, de la Consommation, du Travail et de l’Emploi.
 - Soit en prestataire de service et en service mandataire.
 
Ce Service d’Aide et d’Accompagnement à Domicile (SAAD) est autorisé par le Conseil Départemental pour intervenir dans le cadre de la Prestation de Compensation du Handicap (PCH) pour les personnes en situation de handicap et de l’Allocation Personnalisée d’Autonomie (APA) pour les personnes âgées.
Prestations : aide aux courses, aide à la toilette, aide ménagère, aide au lever/coucher, aide aux repas, garde de nuit, dame de compagnie.
 

Zones Desservies
Rennes, Acigné, Betton, Brécé, Cesson-Sévigné, Chantepie, Châteaugiron, Chevaigné, Domloup, La Bouexière, La Chapelle-des-Fougeretz, La Mézière, Liffré, Melesse, Montgermont, Mouazé, Noyal-Chatillon, Noyal-sur-Vilaine, Saint-Grégoire, Saint-Jacques-de-la-Lande, Saint-Sulpice-la-Forêt, Servon-sur-Vilaine, Thorigné-Fouillard, Vern-sur-Seiche, Vezin-le-Coquet.

 ",cd35,2021-02-02,https://annuaire.ille-et-vilaine.fr/organisme/2226-amelis-saad-cesson-sevigne,Lundi au vendredi : 9h00-18h30,,
cd35--1461,,Association l' ESSOR - Rennes,Rennes,35000,35238,21 Rue de Vouziers,,-1.659585,48.099565,+33223357508,siege@essor35.fr,https://www.essor35.fr/,"L’Association Essor, créée en 1975, développe des actions éducatives et d’accompagnement en faveur des enfants, des adolescents et des jeunes adultes, ainsi que de leurs parents.
Elle est organisée en 3 pôles d’intervention: le pôle Internats,  le pôle Parentalité Formation et le pôle Hébergements Tremplins qui participent, au travers de onze services, aux missions d'aide et de soutien des enfants et des jeunes en difficultés qui leur sont confiés
L’ESSOR est habilitée par le Conseil départemental et la Protection Judiciaire de la Jeunesse pour accueillir 185 jeunes âgés de 0 à 21 ans.
L’association  dispose  de 11 services dont 8 avec hébergements, individuels et/ou collectifs, mixtes et non mixtes.L'association a également créé trois services spécifiques: le Centre de Formation, le SAEF (Service Alternatif au Placement) le service AMIE en partenariat avec l'ARASS et la SEA, associations de protection de l'enfance d'Ille-et-Vilaine.
 
 
Pôle Hébergements Tremplins / 7 rue Alexandre Duval - 35008 RENNES Cedex // Tél : 0299350565 - Fax : 0299351922 - Mail : pole.hebergementstremplins@essor35.fr :
 

SAP / 36 rue Poullain Duparc - 35000 RENNES / Mixte : 17/21 ans - 37 places // Tél : 0299540710
Dispositif ""soutien jeunes majeurs"" / géré par le SAP / Mixte : 18/21 ans - 9 places
Foyer ""Tamaris"" / 36 rue Poullain Duparc - 35000 RENNES / Filles : 16/19 ans - 11 places //  Tél: 0299350590
Service ""Les APPART'S"" / 9, Boulevard Sébastopol - 35000 RENNES / Mixte : 16/21 ans - 18 places -  Tél: 0299300007

 
Pôle Parentalité Formation / 7 rue Alexandre Duval - 35008 RENNES Cedex // Tél : 0299350565 - Fax : 0299351922 - Mail : pole.parentaliteformation@essor35.fr :
 

Centre parental ""Le Samara"" / 12 ter Avenue de Pologne - 35000 RENNES / Femmes enceintes ou parents avec enfants -3ans - 13 unités // Tél : 0299845250
Accueil parental / 13 square de Galicie - 35000 RENNES / Parents +16ans avec enfants de -3ans / 5 unités
Service Mesures globales / 15 rue du 11 juin 1945 - 35160 Montfort-sur-Meu / Mixte : 10/18 ans - 12 places // Tél : 0223436148 - Mail : mesureglobale@essor35.fr
SAEF (DAP) / 2 rue de la Volga - 35200 RENNES / Service d'Accompagnement Educatif en Famille - Mixte : 0/18 ans - 25 places // Tél : 0299351716 - Fax : 0299351922
Ateliers Pédagogiques Personnalisés :


Accueil de jour / 8 quai Robinot Saint-Cyr - BP 6203 - 35062 RENNES Cedex / Mixte - 9 places
Insertion Atelier Reprographie Façonnage Imprimerie (ARFI) / 28 bis Allée Louis Hémon - 35000 RENNES - Mixte : 16/21 ans - 9 places // Tél : 0299350565

 
Pôle Internats / 7 rue Alexandre Duval - BP 60506 - 35008 Rennes Cedex // Tél : 0299263020 - Fax : 0299261191 - Mail - pole.internats@essor35.fr :
 

Foyer Le Six / 6,cours Kennedy - 35000 RENNES / Filles : 15/21 ans - 8 places // Tél: 0299540359
Foyer Le Sept / 7,rue Alexandre Duval - 35000 RENNES / Mixte : 13/16 ans - 10 places // Tél: 0299351855
Evolis / 20-21 bis rue de Vouziers - 35200 RENNES - Mixte : 15/19 ans - 10 places // Tél: 0299263738
Le Nevez'ty / 11 rue de la Fonderie - 35000 RENNES - Mixte : 15/21 ans - 11 places
Accompagnement personnalisé adapté - 6/18 ans - 3 places
""Maison de Brocéliande"" - 10 places pour 5 Brétiliens et 5 MNA 
",cd35,2023-12-08,https://annuaire.ille-et-vilaine.fr/organisme/1461-association-l-essor-rennes,"Du lundi au vendredi : 8h30-12h, 14h-17h30.",,
cd35--1310,,Association Contact  Ille-et-Vilaine - Rennes,Rennes,35700,35238,6 Rue Saint-Martin,,-1.678618,48.119436,+33223303995,35@asso-contact.org,https://www.asso-contact.org:443/asso/35,"CONTACT est une association à but non lucratif, animée par des parents et des homosexuel(le)s, qui s’est donnée pour missions :

 d’aider les familles à comprendre et à accepter l’homosexualité d’un des leurs.
 d’aider les homosexuel(le)s et bi-sexuel(le)s à communiquer avec leurs  parents ou leurs proches, en leur apportant la compréhension nécessaire pour mieux vivre leur homosexualité.
 de lutter contre les discriminations dont peuvent être
  victimes les lesbiennes, les gays et les bis.
 de participer à la prévention et à la lutte contre le SIDA et IST
 de participer par plus de dialogue à la prévention du suicide (notamment du suicide des jeunes).

 
  DES PERMANENCES TELEPHONIQUES, qui, en toute confidentialité, s’adressent :

  aux parents qui découvrent que leur enfant est homosexuel(le), et qui ne savent pas comment réagir face à cette situation ;
à ceux qui savent depuis un certain temps que leur enfant est homosexuel(le), mais qui souhaiteraient dialoguer avec quelqu’un ayant une expérience similaire.
  aux homosexuel(le)s qui souhaiteraient aborder ce sujet avec leur famille ou leur entourage, et qui sont inquiet(e)s des conséquences supposées de cette démarche ; à ceux qui craignent d’affirmer leur identité sexuelle ou ne parviennent pas à le faire.
  à tous ceux qui sont concernés, de façon plus générale, par la question de l’homosexualité dans la vie familiale et qui ont envie d’entamer un dialogue basé sur l’écoute et la compréhension.
  des rencontres où les familles et amis d’homosexuel(le)s peuvent confronter leurs expériences, en échangeant avec d’autres parents qui les aideront à comprendre et à accepter cette situation, peuvent dialoguer avec divers  gays et lesbiennes et prendre connaissance de leurs parcours et de leurs préoccupations.
  où les homosexuel(le)s  peuvent découvrir comment d’autres parents réagissent afin d’envisager la meilleure manière de s’ouvrir à leur famille et à leurs amis, de mesurer les difficultés auxquelles ils risquent d’être confrontés, et de savoir y faire face.             

Nous recevons aussi des personnalités (journalistes, médecins, psychologues, sociologues……) qui s’intéressent à l’homosexualité et viennent nous apporter leur réflexion sur ce sujet.
À ces réunions sont également bienvenus les parents ou les homosexuel(le)s qui, étant parvenus à assumer cette situation, souhaitent témoigner qu’ils vivent heureux et épanouis.
Nous pouvons intervenir ponctuellement à la demande des responsables dans les lycées, les associations familiales, ou des associations ayant des buts similaires
Nous participons à des manifestations de lutte contre les discriminations.
 
DES BROCHURES

  qui  tentent de répondre aux interrogations et aux inquiétudes des parents ou des jeunes confrontés à l’homosexualité, d’enrichir leur réflexion et leurs connaissances sur le sujet, en combattant les préjugés.
  qui  visent à faciliter le dialogue et la compréhension entre les homosexuel(le)s  et leur entourage. Vous pouvez vous  procurer la brochure «  Notre enfant est homosexuel » en la demandant à l’association ou vous pouvez la lire sur le site http://assocontact.org

 
Ligne nationale :08 05 69 64 64 (numéro gratuit).
 ",cd35,2022-07-21,https://annuaire.ille-et-vilaine.fr/organisme/1310-association-contact-ille-et-vilaine-rennes, lundi-mercredi-jeudi : 15h-21h mardi: 19h-22h  vendredi 18h-20h samedi 13h30-15h30 ,,
cd35--4020,,"Maison d'assistants maternels ""Temps bouilles et câlinous"" - Le Rheu",Le Rheu,35650,35240,34 Rue de la Trémelière,,-1.803989,48.104378,+33290786333,tempsbouillesetcalinous@gmail.com,,,cd35,2024-09-11,https://annuaire.ille-et-vilaine.fr/organisme/4020-maison-dassistants-maternels-temps-bouilles-et-calinous-le-rheu,,,
cd35--933,,Maison des Jeunes et de la Culture - Pacé,Pacé,35740,35210,6 Avenue Charles Le Goffic,,-1.774568,48.148727,+33299601472,accueilmjcpace@gmail.com,http://www.mjcpace.com/," 
 
 
Equipement socio-culturel.
Programme et accueille régulièrement des spectacles et diverses animations pour les adolescents de 10 à 17 ans.
Centre de loisirs. ",cd35,2020-02-06,https://annuaire.ille-et-vilaine.fr/organisme/933-maison-des-jeunes-et-de-la-culture-pace, En periode scolaire :  Lundi : fermé Mardi : 13h30 – 18h Mercredi : 9h30 – 12h / 13h30 – 18h Jeudi : fermé (accueil téléphonique 14h – 16h30) Vendredi : 13h30 – 18h Samedi : 10h – 12h  Durant les vacances scolaires :  Lundi : 13h30 – 18h Mardi : 13h30 – 1,,
monenfant--82b62377-2e8b-47ba-af02-8112bb3d3127,,MULTI-ACCUEIL BAUD - ASS LA CLEF DES CHAMPS - RENNES,Rennes,35000,35238,21 Rue Françoise Elie,,-1.649145,48.108275,+33223207015,associationlaclefdeschamps@gmail.com,,"## Le gestionaire :

Association La Clef des Champs est à gestion parentale. Chaque famille participe à la vie de l'association en fonction de ses disponibilités et ses compétences (président(e), vice-président(e), trésorier(ière), secrétaire, responsable administratif/gestion, responsable achats non alimentaire, responsable inscription, responsable entretien jouets, responsable bricolage, responsable informatique, responsable jardin...) en binôme avec les professionnel(le)s du multi-accueil.

## L’équipe :

L'équipe est composée :
- d'une directrice-référente technique titulaire d'un diplôme d'Etat d'infirmière et d'éducatrice de jeunes enfants,
- d'une directrice adjointe-référente pédagogique titulaire d'un diplôme d'éducatrice de jeunes enfants,
- de 2 auxiliaires de puériculture
- et de 5 EAPE qui ont le CAP Petite Enfance.
Tous les professionnel(le)s sont éducateurs(trices) nature.",monenfant,2024-08-05,https://monenfant.fr/que-recherchez-vous/MULTI-ACCUEIL BAUD - ASS LA CLEF DES CHAMPS - RENNES/EAJE/82b62377-2e8b-47ba-af02-8112bb3d3127,Mo-Fr 08:00-18:30 open; Aug closed; Dec 25-Jan 1 closed,,['caf']
mediation-numerique--Coop-numérique_381236a0-9cb0-4d75-99b7-6259601a458d,,Médiathèque La Source,Noyal-Châtillon-sur-Seiche,35230,35206,6 Rue de Vern,,-1.662018,48.043578,,,https://mediatheque.ville-noyal-chatillon.fr/,,mediation-numerique,2026-06-02,https://cartographie.societenumerique.gouv.fr/cartographie/Coop-numérique_381236a0-9cb0-4d75-99b7-6259601a458d/details,,,['conseillers-numeriques']
cd35--1727,,Vestiaire solidaire - Cesson Sévigné,Cesson-Sévigné,35510,35051,1 Boulevard de Dézerseul,Stade Roger Belliard,-1.600392,48.118477,+33606544973,legoffmartine@yahoo.fr,https://www.ville-cesson-sevigne.fr/vestiaire-solidaire.html,"Le vestaire solidarité est ouvert à tous même aux non-habitants de Cesson.
Vente de vêtements bébés, enfants, adultes et linge de maison le mardi et vente le mercredi et jeudi. (Fermée pendant les vacances scolaires, l'été fermé à partir de mi-juillet à fin aôut).
Une modique participation financière est demandée de 0,50 cts à 6€ selon les vêtements.
Les sommes récoltées sont reversées à des associations de solidarité.",cd35,2020-07-06,https://annuaire.ille-et-vilaine.fr/organisme/1727-vestiaire-solidaire-cesson-sevigne,"mardi, mercredi et jeudi de 14h à 17h Les dépôts de vêtements se font le mardi.",,
cd35--1284,,CNED -Centre National d'Enseignement à Distance - Rennes,Rennes,35700,35238,7 Rue du Clos Courtel,,-1.62835,48.124325,+33299251300,accueilSRCRennes@cned.fr,https://www.cned.fr/,"Le CNED dépend du ministère de l'Education nationale. Il a pour mission de dispenser des formations à distance de la scolarité élémentaire à l'enseignemement supérieur, en formation initiale ou en formation professionnelle continue.
Le CNED de Rennes est spécialisé lycée.
Pour tous les autres niveaux de formation, contacter le télé-accueil national dont le siège se situe à Poitiers (CNED BP 60200, 86980 Futuroscope cedex) tél: 05 49 49 94 94.
En ce qui concerne les formations agricoles, consulter le CNPR (centre national de promotion rurale) http://www.educagri.fr.",cd35,2020-06-22,https://annuaire.ille-et-vilaine.fr/organisme/1284-cned-centre-national-denseignement-a-distance-rennes, du lundi au vendredi de 8h30 à 18h30 ,,
cd35--624,,EHPAD Résidence du Gast,Rennes,35700,35238,10 Rue de la Perrière,,-1.657966,48.130181,+33299631095,dpag-legast@ccasrennes.fr,,"Cet établissement d'accueil pour personnes âgées propose différents services et types d'hébergements.
 
Des pictogrammes indiquant les différentes prestations (types d'accueil, personnes accueillies, aides financières…) vous permettront d'accéder rapidement aux renseignements recherchés.
 
 
Si vous souhaitez des informations complémentaires, vous pouvez consulter le site internet :gaelig35.org",cd35,2021-07-15,https://annuaire.ille-et-vilaine.fr/organisme/624-ehpad-residence-du-gast,,,
cd35--2701,,Résidence jeunes actifs Alfi Bruz Ker Lann - Bruz,Bruz,35170,35047,9 Contour Antoine de Saint-Exupéry,,-1.740428,48.046544,+33149952980,,https://www.alfi-asso.org/residences/bruz-ker-lann.html,"Bruz Ker Lann, résidence jeunes actifs est Gérée par ALFI.
Cette résidence neuve, située à 10 minutes au sud de Rennes, est en plein cœur du campus de Ker Lann, à proximité directe des écoles, des transports, et du centre-ville de Bruz.
À mi-chemin entre ville et campagne, Bruz séduit par son dynamisme et sa qualité de vie.
Cette résidence plaira aux étudiants en apprentissage du campus de Ker Lann (17 écoles et organismes de formation).
110 studios (environ 20 m2) meublés avec salle de douche, WC et cuisinette privatifs.
Public accueilli : personnes seules, âgées de 18 à 30 ans, exerçant une activité professionnelle (apprentis, CDI, CDD, intérim, formation professionnelle...) ou étudiants salariés ou boursiers (conformément au projet de la résidence, annexé à la convention APL).
Le contrat d'occupation est conclu pour une durée maximale de 2 ans.
Plafond de ressources : soumis à conditions de ressources (PLAI)
Dépôt de garantie : montant de la redevance mensuelle 
Frais de dossier : sans frais de dossier
Montant des redevances au 01/01/2025 :
555,53 €T1'
Tous les logements ouvrent droit à l’APL (Aide Personnalisée au Logement, versée par la CAF sous conditions de ressources). 
Possibilité aide Mobili-jeunes, Visale
La redevance mensuelle, payable à terme échu (fin de mois), comprend le loyer, les prestations et les charges.
La demande se fait en ligne, sur le site.",cd35,2025-01-17,https://annuaire.ille-et-vilaine.fr/organisme/2701-residence-jeunes-actifs-alfi-bruz-ker-lann-bruz,,,
cd35--709,,Auto-école CESR35,Rennes,35000,35238,41 Rue de Saint-Malo,,-1.681052,48.117428,+33299303810,,https://www.ecf.asso.fr/,"Lundi : 9h-12h / 14h-18h
Mardi au vendredi 9h-12h, 13h-18h30
Samedi: 9h-14h
L'auto-école CESR35,41 rue de saint malo est la seule sur Rennes possédant une voiture automatique avec  aménagements au volant, tirer/pousser et cercle au volant ..Un moniteur d'auto-école spécialisé prend en charge chaque candidat.
L'auto-école conseille sur l'aménagement du véhicule du candidat en fonction de son handicap, aménagement contrôlé par l'inspecteur du permis de conduire.
Cours de remise à nouveau, permis boite automatique avec ou sans aménagement,régularisation de permis,passerelle boite automatique à boite manuelle.",cd35,2019-01-01,https://annuaire.ille-et-vilaine.fr/organisme/709-auto-ecole-cesr35, ,,
cd35--830,,Centre Psychanalytique Parents - Rennes,Rennes,35000,35238,9 Avenue du Doyen Collas,,-1.706426,48.120199,+33619931224,arpelscpct@free.fr,,"Lieu d'accueil et d'accompagnement pour tout parent ou responsable confronté à divers problèmes : difficultés à échanger, refus de scolarité, isolement, refus de l'autorité, conflits quant à l'orientation, consommation de produits, fugues...
Les professionnels du centre-parents sont des bénévoles, tous psychologues ou psychiatres, orientés psychanalyse mais ils ne la pratiquent pas et ne prescrivent pas de traitement médical. Après un accueil individualisé, ils proposent des entretiens gratuits (durée variable de 1 à 16 entretiens renouvelables).
Association loi 1901.",cd35,2020-02-06,https://annuaire.ille-et-vilaine.fr/organisme/830-centre-psychanalytique-parents-rennes,,,
emplois-de-linclusion--3a7d4fdb-ee88-40da-8e4e-87a72521959d,17350131300147,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE ILLE ET VILAINE COTES D'ARMOR,Rennes,35000,35238,Rue de Châtillon,,-1.672129,48.095828,,,,,emplois-de-linclusion,2026-04-23,https://emplois.inclusion.beta.gouv.fr/prescribers/9140/card,,,['pjj']
cd35--2773,,Centre Communal d’Action Sociale de Chavagne - CCAS,Chavagne,35310,35076,Rue de l'Avenir,,-1.784071,48.053996,+33299642411,mairie@ville-chavagne.fr,https://www.chavagne.fr/,"Le CCAS anime une action générale de prévention et de développement social dans la commune en liaison avec les institutions publiques et privées.

A ce titre, il développe différentes activités et missions légales obligatoires : participation, pré-instruction et avis du CCAS sur les dossiers d’aide sociale, domiciliation des personnes sans domicile stable si lien avec la commune, analyse des besoins…
 
Le CCAS développe également des actions facultatives directement orientées vers les populations concernées.
 
Le CCAS/CIAS se mobilise dans les principaux champs suivants :

- lutte contre l’exclusion (en particulier, aide alimentaire)
- services d’aide à domicile,
- prévention et animation pour les personnes âgées,
- gestion d’établissements d’hébergement pour personnes âgées,
- soutien au logement et à l’hébergement,
- petite enfance, enfance/jeunesse,
- soutien aux personnes en situation de handicap.",cd35,2020-07-01,https://annuaire.ille-et-vilaine.fr/organisme/2773-centre-communal-daction-sociale-de-chavagne-ccas, Lundi : 14h-17h30 Mardi et jeudi : 8h30-12h et 14h-18h Mercredi : 8h30-12h Vendredi : 8h30-12h et 14h-17h30 Samedi : 9h30-12h30 ,,['ccas-cias']
cd35--3731,,Le Relais - service de prévention spécialisée -SEA 35,Vern-sur-Seiche,35770,35352,8 Allée du Blosne,,-1.62391,48.074402,+33299537653,lerelais@sea35.org,https://www.sea35.org/,"
La Prévention spécialisée est une mission de Protection de l'Enfance relevant de la compétence de Rennes Métropole.
C'est une action socio-éducative en direction des jeunes et des groupes de jeunes âgés prioritairement de 11 à 21 ans en risque d'inadaptation sociale ou en voie de marginalisation.
Elle se caractérise par le fait d'aller vers les jeunes, sans mandat nominatif, dans leur milieu de vie.
​Ainsi, par une présence régulière sur l'espace public, les ""éducateurs de rue"" établissent une relation de confiance avec les jeunes en leur garantissant l'anonymat et en leur laissant le choix d'adhérer à un accompagnement éducatif mutuellement défini.
Ancrée sur un territoire et travaillant en réseau, la Prévention Spécialisée agit sur la durée.
Issue des valeurs de l'éducation populaire, elle vise l'émancipation et l'autonomie des individus et des groupes.
",cd35,2024-03-29,https://annuaire.ille-et-vilaine.fr/organisme/3731-le-relais-service-de-prevention-specialisee-sea-35,"Du lundi au vendredi de 9h30 à 12h30 et de 13h30 à 18h. Une équipe mobile se déplace en travail de rue, à la rencontre des jeunes sur leurs lieux de fréquentations (rue, squat...).",,
cd35--1993,,Espace-jeux - Pont Péan,Pont-Péan,35131,35363,Allée de l'Ecole,,-1.706748,48.018537,+33686873163,,," 
Les espace-jeux sont des lieux d'accueil collectif de proximité, ouverts à la demi-journée, pour les enfants de moins de 3 ans, accompagnés de leur adulte référent (parent, grand-parent, assistante maternelle, assistant familial...). Il ne s'agit pas d'un mode de garde, mais d'un lieu où l'enfant évolue sous le regard de l'adulte référent qui en est responsable et qui l'accompagne dans ses découvertes. L'enfant peut, ainsi, jouer au contact d'autres enfants dans un espace adapté et sécurisé, participer à des activités diverses : jeux libres, activités manuelles, ateliers de motricité, éveil musical, sorties...
L'espace-jeux est ainsi destiné à :
- favoriser la socialisation, l'épanouissement et le développement global du jeune enfant
- proposer un lieu d'échanges pour les adultes, qui se rencontrent et partagent leurs expériences.
 ",cd35,2020-02-06,https://annuaire.ille-et-vilaine.fr/organisme/1993-espace-jeux-pont-pean,Horaires en période scolaire :  Mardi : 9h00 – 11h30 Jeudi : 9h00 – 11h30 Vendredi : 9h00 – 11h30 Mercredi (semaine impaire) : 9h – 11h30  Horaires en vacances scolaire :  Lundi : 9h – 11h30 Mardi 9h – 11h30 Jeudi : 9h-11h30 Vendredi : 9h – 11h30 ,,
cd35--744,,CAP emploi 35 (Siège) - Rennes,Rennes,35000,35238,6 Allée de la Guérinière,,-1.632976,48.094434,+33223448230,,https://www.capemploi-35.com/,"Inscrit dans un réseau national CHEOPS et sa déclinaison bretonne Cheops Bretagne, Cap emploi 35 est un service de l’association ADIPH 35.
Acteur majeur du champ du handicap en Ille & Vilaine depuis 20 ans, l’ADIPH 35 a plusieurs objectifs :

Promouvoir l’emploi des personnes handicapées en Ille & Vilaine
Faciliter l’insertion professionnelle et le maintien en emploi des personnes en situation de handicap
Aider les entreprises privées et publiques au recrutement et la gestion de carrière de collaborateurs handicapés

Les missions des Cap emploi se divisent en 3 catégories :
Accompagnement vers l’emploi :

Informer, conseiller et accompagner les travailleurs handicapés dans leur recherche d’emploi puis dans leur intégration professionnelle
Informer, mobiliser puis accompagner les employeurs dans leur démarche de recrutement et d’intégration de collaborateurs en situation de handicap

Accompagnement dans l’emploi :
Informer, conseiller et accompagner les salariés et les employeurs face à une problématique :

d’évolution professionnelle
de transition professionnelle
de maintien dans l’emploi
de maintien en emploi

Les missions transverses (communication, partenariat et information-sensibilisation des employeurs) :
Communication : promouvoir et renforcer la lisibilité et la visibilité de son offre de services globale Pôle emploi et Cap emploi sont amenés à mettre en oeuvre des plans de communication conjoints dans le cadre de la délivrance de l’offre de services intégrée Cap emploi-Pôle emploi
Information et sensibilisation aux employeurs : au-delà des actions décrites dans le protocole employeurs national le Cap emploi met également en oeuvre :

Des actions proactives
De l’information et du conseil à la compensation pour répondre à des besoins de recrutement, de maintien dans et en emploi et d’évolution professionnelle

Partenariat : participer et développer au plus près des territoires un travail en réseau avec les acteurs locaux. Cap emploi développe des partenariats adaptés et en cohérence avec les besoins de son territoire, et veille à leur efficience par l’élaboration de modalités de collaborations opérationnelles, régulières et pérennes
L’intervention de Cap emploi vise toujours à :

Compenser le handicap
Sécuriser le parcours de la personne en situation de handicap
En complémentarité avec les acteurs de droit commun
	 

Permanences à Rennes :

LUA  lieu unique d'accueil) FRANCE TRAVAIL - CAP EMPLOI 35

40, avenue Andrée Viollis
35200 Rennes

LUA FRANCE TRAVAIL - CAP EMPLOI 35

167, route de Lorient
35011 Rennes Cedex

LUA FRANCE TRAVAIL - CAP EMPLOI 35

4, rue René Dumont
35706 Rennes Cedex 7

LUA FRANCE TRAVAIL - CAP EMPLOI 35

22, rue de Redon
35069 Rennes Cedex

LUA FRANCE TRAVAIL - CAP EMPLOI 35

22, rue du Bignon
35067 Rennes Cedex
 
Lieux de permanences hors Rennes : 

PERMANENCE COMBOURG - CAP EMPLOI 35

France Travail Combourg
4 ALLEE DE LOHON
35270 COMBOURG
Tél. 02 23 16 45 45

PERMANENCE FOUGÈRES - CAP EMPLOI 35

France Travail
15 rue Hippolyte Rehault
35300 FOUGERES
Tél. 02 99 99 25 49

PERMANENCE MONTAUBAN - CAP EMPLOI 35

Communauté de communes SAINT-MEEN - MONTAUBAN
Manoir de la Ville Cotterel
46 Rue de Saint Malo
BP 26042
35360 MONTAUBAN DE BRETAGNE
Tél. 02 99 06 54 92

PERMANENCE REDON - CAP EMPLOI 35

France Travail Redon
3 RUE CHARLES SILLARD
35600 REDON
Tél. 02 23 44 82 30

PERMANENCE SAINT-MALO - CAP EMPLOI 35

France travail Saint-Malo
7 RUE AUGUSTIN FRESNEL
35400 SAINT MALO
Tél. 02 99 81 63 47

PERMANENCE VITRÉ - CAP EMPLOI 35

France Travail Vitré
9 Place du Champ de Foire
35500 VITRE
Tél. 02 23 55 79 61",cd35,2024-02-16,https://annuaire.ille-et-vilaine.fr/organisme/744-cap-emploi-35-siege-rennes,Lundi : 13h30-17h00 Du mardi an vendredi : 8h15-12h15 et 13h30-17h00 ( 16h00 le vendredi).,,
action-logement--911f6b13-a270-475d-ba61-46a8e19e38af,,AGENCE ACTION LOGEMENT,Rennes,35000,35238,Rue de Châtillon,CS 46537,-1.672129,48.095828,+33970800800,,https://www.actionlogement.fr/bretagne,"Action Logement, acteur de référence du logement abordable en France, facilite l’accès au logement pour favoriser l’emploi. Grâce à son implantation territoriale, 
au plus près des entreprises et de leurs salariés, ses 20 000 collaborateurs mènent, sur le terrain, deux missions principales : construire et financer des logements sociaux et intermédiaires ; accompagner les salariés dans leur mobilité résidentielle et professionnelle. Action Logement Services finance grâce à la Participation des Employeurs à l’Effort de Construction (PEEC) une large palette d'aides et de services.",action-logement,2024-10-04,https://www.actionlogement.fr/bretagne,Mo-Fr 09:00-18:00,,['action-logement']
cd35--942,,Halte-garderie publique - Pinocchio - La-Chapelle-des-Fougeretz,La Chapelle-des-Fougeretz,35520,35059,4 Rue de la Métairie,Maison de l'Enfance,-1.733296,48.178491,+33299665709,pinocchio@syrenor.fr,https://www.syrenor.fr/petite-enfance/pinocchio,"L’accueil collectif occasionnel (ou halte-garderie) s’adresse à des enfants de moins de six ans.
Il est généralement de courte durée.
Il est souple et permet de répondre à des besoins ponctuels d’accueil.
 
Pinocchio est une halte-garderie à disposition des familles, moyennant une participation financière en fonction des revenus et de la composition familiale. Accueil de 16 enfants de 3 mois à 6 ans. Cette halte-garderie est gérée par le Syndicat de Recherche et d'Etudes du Nord-Ouest de Rennes (SYRENOR),  place Jane Beusnel-Montgermont, BP 96606, 35766 Saint-Grégoire cedex, tél. : 02 99 68 84 11.
 
L'équipe est composée de :

2 éducatrices de jeunes enfants,
2 auxiliaires de puériculture,
2 agents sociaux. 

 
Pinocchio dispose de 16 places d'accueils : en accueil régulier, occasionnel ou d'urgence.
 
Plusieurs espaces sont aménagés pour répondre aux rythmes de vie des touts petits :

espaces de jeux et de motricité ;
cuisine séparée avec espace repas ;
dortoir ;
1 salle de changes.

Projet éducatif et pédagogique :
Le projet d'établissement de la halte-garderie Pinocchio est commun aux autres structures Petite enfance du Syrenor.
Ce projet intègre un volet éducatif et un volet pédagogique : il repose sur la valorisation de l'enfant et de son épanouissement au sein de la collectivité.
L’enfant est pris en compte individuellement, selon son histoire familiale, sa personnalité, ses désirs, tout en apprenant la vie collective : les règles de la collectivité, le respect des autres enfants et des adultes. 
Le SYRENOR gère plusieurs autres haltes-garderies :
1) à Gévezé, tél. 02 99 69 07 49.
2) à Montgermont, tél. 02 99 68 84 37.
3) multi accueil collectif à Pacé, tél. 02 23 41 30 37.",cd35,2020-06-22,https://annuaire.ille-et-vilaine.fr/organisme/942-halte-garderie-publique-pinocchio-la-chapelle-des-fougeretz," Lundi, mardi et vendredi : 8h-18h30 ",,
