Identifiant,URL,Titre,Description,Description longue,Détail des conditions,Mots clés,Dernière mise à jour,Résumé horaires,Première date - Début,Première date - Fin,Dernière date - Début,Dernière date - Fin,Horaires détaillés,Code d'accessibilité,Accessibilité,Identifiant du lieu,Coordonnées géographiques,Nom du lieu,Adresse,Arrondissement,Code INSEE,Code postal,Ville,Région,Département,Site web du lieu,Liens du lieu,Tags du lieu,Description du lieu,Accès / Itinéraire,Lien d'accès en ligne,Age minimum,Age maximum,Agenda d'origine (titre),Agenda d'origine (uid)
28825643,https://openagenda.com/jep/events/linstitut-agro-rennes-angers,Visite guidée de L'Institut Agro Rennes-Angers - Campus de Rennes,Journées européennes du patrimoine 2023,"<p>Œuvre de l’architecte Jean-Marie Laloy, le bâtiment de cette école d’ingénieurs (1896) évoque les villas par ses matériaux, sa grille, ses palmiers. Elle abrite l’une des bibliothèques patrimoniales les plus riches de France dans le domaine agronomique.</p>",,,2023-09-23T17:07:22+02:00,"Samedi 16 septembre, 13h30, 14h30, 15h30, 16h30",2023-09-16T13:30:00+02:00,2023-09-16T14:15:00+02:00,2023-09-16T16:30:00+02:00,2023-09-16T17:15:00+02:00,"[{""begin"": ""2023-09-16T13:30:00+02:00"", ""end"": ""2023-09-16T14:15:00+02:00""}, {""begin"": ""2023-09-16T14:30:00+02:00"", ""end"": ""2023-09-16T15:15:00+02:00""}, {""begin"": ""2023-09-16T15:30:00+02:00"", ""end"": ""2023-09-16T16:15:00+02:00""}, {""begin"": ""2023-09-16T16:30:00+02:00"", ""end"": ""2023-09-16T17:15:00+02:00""}]",mi,handicap moteur,57962873,"48.113216, -1.707757","Institut Agro Rennes-Angers, campus de Rennes","65 rue de Saint-Brieuc, 35043, Rennes",Bourg l'Évesque - La Touche - Moulin du Comte,35238,35043,Rennes,Bretagne,Ille-et-Vilaine,https://www.institut-agro-rennes-angers.fr,,Ouverture exceptionnelle;Monument historique;Édifice scolaire et éducatif,"Sur le campus de Rennes, l'Institut Agro Rennes-Angers est le cœur d'un vaste et puissant pôle d’enseignement et de recherche agronomique multidisciplinaire implanté dès 1896.
Thématiques de formation, de recherche et d'expertise Alimentation, aliment et santé / Biomathématiques / Écologie, environnement, territoires / Économie, gestion / Mer et littoral / Sciences et productions animales / Sciences et productions végétales / Sciences du sol","Bus C4, arrêt Marbeuf ou n°53, arrêt Agrocampus",https://inscription.agrocampus-ouest.fr/index.php/170922?lang=fr,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
55608943,https://openagenda.com/jep/events/le-centre-hospitalier-guillaume-regnier-8273351,Visites guidées au Centre hospitalier Guillaume Régnier,Journées européennes du patrimoine 2023,<p>2 Parcours proposés en visites guidées<br /><em>14h et 14h30</em> : (durée 1h30) du site dédié à la psychiatrie adulte par des professionnels de santé au départ du 108 avenue général Leclerc à Rennes<br /><em>14h et 15h30</em> : (durée 1h) site de pédopsychiatrie du Bois Perrin par des professionnels de santé au départ du CSTC rue Moulin de joué à Rennes.</p>,Possibilité d’enchainer les deux visites en prenant un départ à 14h ou 14h30 au 108 avenue du général Leclerc.,,2023-09-23T16:44:24+02:00,"Dimanche 17 septembre, 14h00, 15h30",2023-09-17T14:00:00+02:00,2023-09-17T15:30:00+02:00,2023-09-17T15:30:00+02:00,2023-09-17T16:30:00+02:00,"[{""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T15:30:00+02:00""}, {""begin"": ""2023-09-17T15:30:00+02:00"", ""end"": ""2023-09-17T16:30:00+02:00""}]",,,755564,"48.113079, -1.647583",Centre Hospitalier Guillaume Regnier,"108, avenue du général Leclerc,35000,Rennes",,35238,35700,Rennes,Bretagne,Ille-et-Vilaine,http://www.ch-guillaumeregnier.fr,,Édifice hospitalier,,,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
34804557,https://openagenda.com/jep/events/visite-guidee-du-dernier-moulin-bati-sur-la-vilaine,Visite guidée du dernier Moulin bâti sur la Vilaine,Journées européennes du patrimoine 2023,"<p>Venez découvrir le dernier moulin en activité sur la Vilaine.<br />La famille Pivan vous guidera dans son moulin tout récemment rénové pour vous faire découvrir la fabrication de ses farines artisanales qui sont distribuées dans la région chez nos commerçants boulangers, nos restaurateurs...</p>
<p><em>Les réservations se feront obligatoirement à l'avance par mail. Aucune réservation ne sera prise par téléphone.<br />Le Moulin ne possède pas d'accès aux personnes à mobilité réduite du fait de ses deux escaliers.</em></p>","Départs à 10h, 11h, 12h, 14h, 15h, 16h, 17h et 18h. Durée de la visite 1h. Jauge limitée à 20 participants par session - Participation de 5 € / adulte ; 3€ / adolescent (de 10 à 18 ans) ; gratuit pour les enfants de moins de 10 ans ; Réservation par mail.",,2023-09-23T16:00:24+02:00,"Dimanche 17 septembre, 10h00",2023-09-17T10:00:00+02:00,2023-09-17T18:00:00+02:00,2023-09-17T10:00:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-17T10:00:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,3917651,"48.065467, -1.761702",Moulin de Champcors,"Champcors, 35170, Bruz",,35047,35170,Bruz,Bretagne,Ille-et-Vilaine,http://www.minoterie-pivan-bruz.fr,,"Édifice industriel, scientifique et technique;Édifice maritime et fluvial","Moulin hydraulique construit en 1534 par l'abbaye Saint Georges de Rennes, Champcors écrase des  blés locaux de manière traditionnelle. La famille Pivan est maître des lieux depuis 1953.",parkings prévus autour de la fête de Babelouse,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
61662670,https://openagenda.com/jep/events/visite-guidee-du-site-de-la-mine-de-plomb-argentifere-de-pont-pean,Visite guidée du site de la mine de plomb argentifère de Pont Péan,L'association Galène propose une visite guidée du site des anciennes de plomb argentifère de Pontpéan qui fut jusqu'en 1904 la 1ère mine d'Europe....,"<p>L'association Galène propose une visite guidée du site des anciennes de plomb argentifère de Pontpéan qui fut jusqu'en 1904 la 1ère mine d'Europe.<br />Visite commentée (environ 2 heures) de différents sites et édifices de l'ancienne mine de Pontpéan, suivie d'une exposition à l'Espace Beausoleil.</p>","Une seule visite le samedi et le dimanche : Départ sur la place de l'église à 14h30 - longueur du parcours, environ 1 km - durée 2h.",,2023-09-23T16:28:21+02:00,16 et 17 septembre,2023-09-16T14:30:00+02:00,2023-09-16T17:30:00+02:00,2023-09-17T14:30:00+02:00,2023-09-17T17:30:00+02:00,"[{""begin"": ""2023-09-16T14:30:00+02:00"", ""end"": ""2023-09-16T17:30:00+02:00""}, {""begin"": ""2023-09-17T14:30:00+02:00"", ""end"": ""2023-09-17T17:30:00+02:00""}]",,,45774903,"48.016594, -1.712685",Mine de plomb argentifère de Pont-Péan,"Eglise, 2 rue de la Mine, 35131 Pont-Péan",Tellé,35363,35131,Pont-Péan,Bretagne,Ille-et-Vilaine,http://www.galene.fr,https://www.pop.culture.gouv.fr/notice/merimee/PA00090662;http://patrimoine.bzh/gertrude-diffusion/dossier/mine-de-plomb-argentifere-de-pont-pean-la-mine-pont-pean/3e0929d6-3691-4341-946d-28831ab74ea5,"Monument historique;Édifice industriel, scientifique et technique","Cette mine de plomb, inaugurée en 1730, qui exploitait un ensemble de quatre veines métallifères, a gardé des traces des premiers chantiers, notamment la partie supérieure du Puits des Députés. Elle fut exploitée d'abord par une société fondée par l'armateur malouin Danycan de L'Epine et reprise en 1755 par le financier Pâris-Duverney. La mine travailla d'abord avec un chapelet à 80 seaux, puis l'ingénieur Laurent poussa l'extraction jusqu'à 120 m (1794). En 1757, 1 000 ouvriers travaillaient sur place. Après une longue interruption, principalement due aux difficultés soulevées par les infiltrations de la Seiche, la relance se fit en 1844 sous l'impulsion de l'ingénieur anglais J. Hunt. La production fut accrue, grâce à de nouveaux systèmes de pompes (puits Bicêtre et puits allemand). En 1853, fut créée la Société pour l'exploitation des mines de Pont-Péan, société en commandite à capitaux majoritairement anglais. Plusieurs modèles de machines à vapeur se succédèrent, et, en 1893, on en comptait 18 sur l'ensemble du site minier. Devenue société anonyme en 1880, sous l'impulsion d'E. Le Bastard et de l'ingénieur belge C. Hely, sa production annuelle atteignait à la fin du 19e siècle les 200 000 tonnes de minerai. 
La mine a finalement cessé toute activité en 1905.",Parking en proximité,,7,99,Journées européennes du patrimoine 2023 : Bretagne,3301657
32346344,https://openagenda.com/jep/events/presentation-des-travaux-de-lescalier-dhonneur-de-lhotel-de-blossac-et-demonstration-de-taille-de-pierre,Présentation des travaux de l’escalier d'honneur de l'Hôtel de Blossac et démonstration de taille de pierre,Présentation du chantier de consolidation des bases des colonnes de marbre de l'escalier d'honneur de l'Hôtel de Blossac et démonstration de taille de pierre par l'entreprise Grevet.,"<p>L'entreprise Maison Grevet se consacre à la restauration du patrimoine français. Elle intervient aussi bien sur des rénovations d’intérieurs, que sur des chantiers majeurs de monuments historiques.<br />Elle est actuellement mobilisée sur l'escalier d'honneur qui est l'élément le plus spectaculaire de l'hôtel de Blossac. Cet ensemble aménagé au sud du bâtiment possède une triple fonctionnalité dans un seul volume : accès à la cour arrière de l'hôtel par un passage charretier, accès au rez-de-chaussée par un petit escalier et l'accès à l'étage par l'escalier d'honneur à proprement parler. L'escalier est composé de trois volées de marches. Le premier palier permet l'accès au-dessus du porche et le second à l'hôtel de Brie. La dernière volée permet accéder à l'ancienne salle des gardes de l'hôtel.<br />Le volume est sobrement décoré : construit en pierre blanche, le passage charretier est encadré par des colonnes en marbre rouge de Saint-Berthevin (Mayenne), le dallage au sol est noir et blanc et les marches en granit. Les seules décorations sont la rampe, dont le dessin est attribué à Gabriel, une statue de Thémis dans une alcôve au-dessus de la deuxième volée de marches à hauteur du premier étage, et une tête de lion au plafond, cachant le mécanisme de remontée du lustre.<br />Les spectaculaires travaux en cours doivent permettre de consolider les bases et fondations des colonnes de marbre rouge.<br />Des compagnons de l'entreprise Maison Grevet présenteront les travaux en cours sur le péristyle de l'escalier et réaliseront une démonstration de taille de pierre sur bloc de tuffeau.</p>",Accès libre le samedi 16 septembre après-midi,,2023-09-23T17:02:53+02:00,"Samedi 16 septembre, 14h00",2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}]",,,52357780,"48.111464, -1.682024",Hôtel de Blossac - Direction Régionale des Affaires Culturelles de Bretagne (DRAC),"DRAC Bretagne - 6, rue  du Chapitre CS  24405, Rennes, 35044",Quartiers Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.culture.gouv.fr/Regions/Drac-Bretagne,,"Château, hôtel urbain, palais, manoir;Monument historique","L'hôtel fut construit à compter de 1728 à la suite de l'incendie de Rennes de 1720, sur un dessin supposé de Jacques Gabriel.
Il présente une architecture classique unique en Bretagne, notamment pour sa superficie, la taille de son bâti, l'assemblage architectural de plusieurs bâtiments et son escalier d'honneur.
D'abord résidence de la famille de parlementaires La Bourdonnaye, comtes de Blossac, l'hôtel est loué de 1732 à 1789, pour devenir la résidence du gouverneur de la province de Bretagne.
Ségmenté en plusieurs logements de location de la révolution au XXème siècle, l'hôtel retrouve son intégrité à la suite de plusieurs campagnes de travaux de restauration et devient en 1977 le siège de la direction régionale des affaires culturelles de Bretagne (DRAC), service déconcentré du ministère de la culture.",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
48879968,https://openagenda.com/jep/events/visite-sportive-2800944,Visite sportive,Événement des Champs Libres,"<p>Entre renforcement musculaire et relaxation, réveillez vos neurones et vos abdominaux en même temps pour cette visite originale à la découverte des collections du musée. En lien avec la thématique nationale : Patrimoine &amp; sport.</p>",,jemp,2023-09-23T16:05:28+02:00,16 et 17 septembre,2023-09-16T16:30:00+02:00,2023-09-16T17:00:00+02:00,2023-09-17T17:30:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T16:30:00+02:00"", ""end"": ""2023-09-16T17:00:00+02:00""}, {""begin"": ""2023-09-17T15:30:00+02:00"", ""end"": ""2023-09-17T16:00:00+02:00""}, {""begin"": ""2023-09-17T16:30:00+02:00"", ""end"": ""2023-09-17T17:00:00+02:00""}, {""begin"": ""2023-09-17T17:30:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,31093505,"48.105118, -1.674703",Les Champs Libres,"10, cours des Alliés, 35000, Rennes",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.leschampslibres.fr/,https://www.facebook.com/museebretagne/;https://twitter.com/museedebretagne;https://www.instagram.com/museedebretagne/;https://www.musee-bretagne.fr/expositions-et-evenements/evenements/journees-europeennes-du-patrimoine/,"Musée, salle d'exposition","Structure culturelle hybride, les Champs Libres regroupent la Bibliothèque de Rennes Métropole, le musée de Bretagne, la salle de conférences Hubert Curien et la salle d'expositions Anita Conti, et l'Espace des sciences.

Le musée de Bretagne offre un parcours de visite sur plus de 2000 m² et plusieurs expositions temporaires par an. 
Musée d'histoire et de société, il constitue une porte d'entrée indispensable et passionnante pour comprendre la Bretagne d'aujourd'hui. Bretons d'ici et d'ailleurs, curieux de passage, amoureux de la Bretagne, chacun peut y découvrir les traces d'un passé, trouver des résonances avec nos sociétés contemporaines, comprendre intimement notre région : le musée de Bretagne est un miroir que la Bretagne s'offre à elle-même et tend au monde.",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
99827074,https://openagenda.com/jep/events/un-site-ancien-dans-la-ville-la-visitation,Un site ancien dans la ville : la Visitation,Journées européennes du patrimoine 2023,"<p>Le pôle commercial de la Visitation a ouvert ses portes en 2006 sur un site chargé d'histoire. Lors des fouilles réalisées à partir de 2003, les archéologues de l'Inrap ont mis au jour des vestiges d'une construction gallo-romaine avec maçonneries en dur, des sols recouverts de chaux et quelques fragments de céramique. Deux miniatures de temple ou tholoi (édifice de plan circulaire) en céramique ont également été découverts. L'une d'elle est presque complète. Ce tholoi s’intègre à la famille des maquettes architecturales, dont quelques exemples sont connus pour l’époque romaine en régions mosellane et rhénane. Les surprises sont au rendez-vous !</p>",,,2023-09-23T17:22:07+02:00,"Vendredi 15 septembre, 14h30, 15h30, 16h30",2023-09-15T14:30:00+02:00,2023-09-15T15:15:00+02:00,2023-09-15T16:30:00+02:00,2023-09-15T17:15:00+02:00,"[{""begin"": ""2023-09-15T14:30:00+02:00"", ""end"": ""2023-09-15T15:15:00+02:00""}, {""begin"": ""2023-09-15T15:30:00+02:00"", ""end"": ""2023-09-15T16:15:00+02:00""}, {""begin"": ""2023-09-15T16:30:00+02:00"", ""end"": ""2023-09-15T17:15:00+02:00""}]",,,96946384,"48.114517, -1.677634",Centre commercial La Visitation,"11 rue de la Visitation, 35000, Rennes",Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.la-visitation.com/,,,,,http://billetterie-rennes.com,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
27841703,https://openagenda.com/jep/events/animation-lettrines-et-coloriages-6045504,"Animation ""lettrines et coloriages""",Événement des Champs Libres,<p>Les bibliothécaires du fonds patrimonial proposent des coloriages et des lettrines à reproduire inspirés de manuscrits médiévaux et autres livres anciens.</p>,,jemp,2023-09-23T15:57:12+02:00,16 et 17 septembre,2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,2023-09-17T14:00:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}, {""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,97888086,"48.104578, -1.673943","Bibliothèque de Rennes Métropole, les Champs libres","46 Boulevard Magenta, 35000, Rennes",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.bibliotheque.leschampslibres.fr/,https://www.facebook.com/LesChampsLibres/,"Lieu de spectacles, sports et loisirs","Bibliothèque de Rennes Métropole

Structure culturelle hybride, les Champs Libres regroupent la Bibliothèque de Rennes Métropole, le Musée de Bretagne, la salle de conférences Hubert Curien et la salle d'expositions Anita Conti, et l'Espace des sciences.",gratuit,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
56903951,https://openagenda.com/jep/events/atelier-faire-sa-crepe-sur-un-bilig,Atelier faire sa crêpe sur un bilig,Journées européennes du patrimoine 2023,"<p>Atelier faire sa crêpe sur un bilig<br />Avec le Cercle celtique de Rennes  </p>
<p></p>
<p><em>Dans le cadre des Journées européennes du matrimoine et du patrimoine de l'écomusée, de nombreux événements sont à retrouver sur notre site web.</em></p>",Accès libre,,2023-09-23T17:03:22+02:00,"Samedi 16 septembre, 14h00",2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}]",,,14360190,"48.077837, -1.662039",Écomusée de la Bintinais,"Route de Châtillon-sur-Seiche, 35200, Rennes",Noyal-sur-Seiche,35206,35230,Noyal-Châtillon-sur-Seiche,Bretagne,Ille-et-Vilaine,https://www.ecomusee-rennes-metropole.fr/,,"Musée de France;Espace naturel, parc, jardin;Édifice rural",Raconter l’histoire de Rennes à travers celle d’une ferme… C'est le projet de l'écomusée de La Bintinais. S'y ajoute un parc avec plus de 200 animaux et des vergers conservatoires.,"Venir en métro ligne a :  Descendre à l'arrêt Triangle puis au choix : prendre le bus à l'arrêt en face de la station de métro Triangle ou continuer à pied (15 minutes). Venir en Bus ligne 61 :  Prendre la ligne 61 et descendre à l'arrêt ""Hil/Bintinais"".",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
30734519,https://openagenda.com/jep/events/visite-de-lhotel-de-commandement-de-lofficier-general-de-zone-de-defense-et-de-securite-ouest,Visite de l'Hôtel de Commandement de l'officier général de zone de défense et de sécurité Ouest,Journées européennes du patrimoine 2023,"<ul>
<li>Visite libre de la résidence ""Hôtel de commandement"" avec présentation historique de 5' juste avant la visite intérieure ;</li>
<li>Visite du jardin en présence d'un quintette de la musique militaire de Rennes ;</li>
<li>Exposition d'une Jeep entièrement équipée (2' Guerre Mondiale).</li>
</ul>",Accès uniquement sur présentation d'une pièce d'identité,,2023-09-23T16:34:38+02:00,16 et 17 septembre,2023-09-16T14:00:00+02:00,2023-09-16T17:00:00+02:00,2023-09-17T14:00:00+02:00,2023-09-17T17:00:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T17:00:00+02:00""}, {""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T17:00:00+02:00""}]",,,67822892,"48.111264, -1.675121",Hôtel de Commandement militaire de Rennes,"12 rue de Corbin, 35000, Rennes",Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,,,"Édifice militaire, enceinte urbaine","Bâtie en 1610 cette demeure est rénovée, transformée, et modelée par ses différents propriétaires, et traverse les époques pour devenir l'hôtel de commandement de l’officier général de la zone de défense et de sécurité Ouest. 
En 1860, Napoléone Élisa Bacciochi, nièce de Napoléon 1er, achète l’hôtel et lui redonne son unité et sa splendeur en le restaurant. C’est à elle que l’on doit les somptueux planchers marquetés, les lustres, la rampe d’escalier et la marquise en fronton de façade. Le département de la guerre de Napoléon III achète l’hôtel de Châteaugiron en 1869. Depuis 1871, l’hôtel est le siège du quartier général et la résidence des généraux qui s’y succèdent jusqu’à nos jours.",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
90941243,https://openagenda.com/jep/events/la-prison-jacques-cartier-1945485,Une visite à la croisée des temps - L'ancienne prison Jacques-Cartier,Journées européennes du patrimoine 2023,"<p>Retours, visites ""sensibles"" de la prison Jacques-Cartier de Rennes<br />Visites guidées de l'ancienne prison Jacques-Cartier, par le poète urbain et médiateur du patrimoine Adrien Lecoursonnais et sa complice Leïla Morvan.<br />Passés, présent, futurs éventuels, une visite à la croisée des trois temps.</p>",,,2023-09-23T15:33:49+02:00,16 et 17 septembre,2023-09-16T09:00:00+02:00,2023-09-16T10:30:00+02:00,2023-09-17T19:00:00+02:00,2023-09-17T20:30:00+02:00,"[{""begin"": ""2023-09-16T09:00:00+02:00"", ""end"": ""2023-09-16T10:30:00+02:00""}, {""begin"": ""2023-09-16T19:00:00+02:00"", ""end"": ""2023-09-16T20:30:00+02:00""}, {""begin"": ""2023-09-17T09:00:00+02:00"", ""end"": ""2023-09-17T10:30:00+02:00""}, {""begin"": ""2023-09-17T19:00:00+02:00"", ""end"": ""2023-09-17T20:30:00+02:00""}]",vi,handicap visuel,88338477,"48.096878, -1.683746",Ancienne prison Jacques Cartier - Rennes,"56 boulevard Jacques Cartier, 35032, Rennes",Sud-Gare,35238,35032,Rennes,Bretagne,Ille-et-Vilaine,https://tourisme-rennes.com,https://metropole.rennes.fr/sites/default/files/inline-files/LivretA5_nume%CC%81rique_prison-Jacques-Cartier_2022_BAT.pdf,Ouverture exceptionnelle;Villes et Pays d'art et d'histoire;Édifice commémoratif;Architecture civile publique,Maison d'arrêt de Rennes - Ancienne prison des hommes édifiée à Rennes en 1898,,http://billetterie-rennes.com,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
42837231,https://openagenda.com/jep/events/histoire-et-genealogie-8196235,Histoire et généalogie,Journées européennes du patrimoine 2023,"<p>Les sociétés savantes vous feront partager leur passion pour l'histoire et l'érudition, tandis que les cercles généalogiques départementaux vous apporteront tous les renseignements pour vous lancer dans la découverte de vos ancêtres et leur histoire avec les technologies actuelles.  </p>
<p></p>
<p>Programme détaillé des animations proposées sur <a href=""http://archives.ille-et-vilaine.fr"">archives.ille-et-vilaine.fr</a></p>",en continu - hall d'accueil et salle de lecture,,2023-09-23T16:03:01+02:00,16 et 17 septembre,2023-09-16T13:30:00+02:00,2023-09-16T18:00:00+02:00,2023-09-17T13:30:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T13:30:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}, {""begin"": ""2023-09-17T13:30:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,78599250,"48.12907, -1.69268",Archives Départementales d'Ille et Vilaine,"1 rue Jacques Léonard, 35000, Rennes",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://archives.ille-et-vilaine.fr/fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
77301317,https://openagenda.com/jep/events/visite-des-reserves-de-la-bibliotheque-des-champs-libres-5384279,Visite des réserves de la bibliothèque des Champs Libres,Événement des Champs Libres,"<p>La Bibliothèque ouvre exceptionnellement les portes de ses réserves et vous invite au cœur des collections patrimoniales. Découverte des coulisses d’un lieu et des dessous d’un métier avec Sarah Toulouse, conservatrice du fonds patrimonial.</p>",,jemp,2023-09-23T15:45:16+02:00,16 et 17 septembre,2023-09-16T14:30:00+02:00,2023-09-16T15:30:00+02:00,2023-09-17T17:30:00+02:00,2023-09-17T18:30:00+02:00,"[{""begin"": ""2023-09-16T14:30:00+02:00"", ""end"": ""2023-09-16T15:30:00+02:00""}, {""begin"": ""2023-09-16T17:30:00+02:00"", ""end"": ""2023-09-16T18:30:00+02:00""}, {""begin"": ""2023-09-17T14:30:00+02:00"", ""end"": ""2023-09-17T15:30:00+02:00""}, {""begin"": ""2023-09-17T16:00:00+02:00"", ""end"": ""2023-09-17T17:00:00+02:00""}, {""begin"": ""2023-09-17T17:30:00+02:00"", ""end"": ""2023-09-17T18:30:00+02:00""}]",,,97888086,"48.104578, -1.673943","Bibliothèque de Rennes Métropole, les Champs libres","46 Boulevard Magenta, 35000, Rennes",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.bibliotheque.leschampslibres.fr/,https://www.facebook.com/LesChampsLibres/,"Lieu de spectacles, sports et loisirs","Bibliothèque de Rennes Métropole

Structure culturelle hybride, les Champs Libres regroupent la Bibliothèque de Rennes Métropole, le Musée de Bretagne, la salle de conférences Hubert Curien et la salle d'expositions Anita Conti, et l'Espace des sciences.",gratuit,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
33699067,https://openagenda.com/jep/events/le-petit-oracle-des-archives,Le petit Oracle des Archives,Journées européennes du patrimoine 2023,"<p>Vous n’avez jamais lu de livres de sorcellerie et d’incantations magiques ? Abracadabra ! venez découvrir ceux conservés aux Archives, supports de notre nouveau jeu : l’Oracle des Archives, entre tarot de Marseille et divination ! Commencez une carrière de médium et découvrez une exposition de documents originaux en lien avec notre oracle.<br />Programme détaillé des animations proposées sur <a href=""http://archives.ille-et-vilaine.fr"">archives.ille-et-vilaine.fr</a></p>",Tout public - exposition et médiation en continu - salle de lecture,,2023-09-23T15:59:45+02:00,16 et 17 septembre,2023-09-16T13:30:00+02:00,2023-09-16T18:00:00+02:00,2023-09-17T13:30:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T13:30:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}, {""begin"": ""2023-09-17T13:30:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",mi,handicap moteur,78599250,"48.12907, -1.69268",Archives Départementales d'Ille et Vilaine,"1 rue Jacques Léonard, 35000, Rennes",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://archives.ille-et-vilaine.fr/fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
73056682,https://openagenda.com/jep/events/decouverte-de-jean-boucher,Découverte de Jean Boucher,Journées européennes du patrimoine 2023,"<p>À l’occasion des Journées Ruropéennes du Patrimoine, la Ville vous propose une balade libre, pour découvrir les œuvres et l’histoire de cet artiste.  </p>
<p></p>
<p>L’association Cesson Mémoire et Patrimoine proposera une exposition sur la vie de Jean Boucher et pourra commenter les différentes étapes.  </p>
<p></p>
<p>En parlant patrimoine artistique, le Bagad et le Cercle de Cesson-Sévigné animeront cet après-midi culturel.<br />– Bagad <em>à 14h,</em> parvis de l’Hôtel de Ville<br />– Parcours libre <em>de 14h à 17h,</em> entre le Pont des arts, le mail, le parc de la Chalotais et l’Hôtel de Ville<br />– Cercle Celtique <em>à 17h,</em> parvis du Pont des arts</p>",Entrée libre,,2023-09-23T17:06:48+02:00,"Samedi 16 septembre, 14h00",2023-09-16T14:00:00+02:00,2023-09-16T17:30:00+02:00,2023-09-16T14:00:00+02:00,2023-09-16T17:30:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T17:30:00+02:00""}]",,,75371500,"48.116991, -1.604429",Mairie de Cesson-Sévigné,rue de l'Hotel de Ville 35510 Cesson-Sévigné,,35051,35510,Cesson-Sévigné,Bretagne,Ille-et-Vilaine,https://www.ville-cesson-sevigne.fr/2023/09/05/journee-du-patrimoine-artistique-cessonnais-le-programme-du-samedi-16-septembre/,,"Première participation;Lieu de pouvoir, édifice judiciaire","Avez-vous remarqué au détour d’une balade autour de l’Hôtel de Ville, les différentes sculptures ?
Ce sont celles de Jean Boucher, sculpteur de la fin du 19e siècle et du début de 20e, né à Cesson-Sévigné. 
Ces œuvres ont fait l’objet d’un don à la Ville en 1994.",Parking de l'Eglise,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
