Code Insee Commune,Nom Commune,Code Insee EPCI,Nom EPCI,Code Insee Departement,Nom Departement,Code Insee Region,Nom Region,Id Structure,Nom Structure,Email Structure,Site Internet Structure,Telephone Structure,Telephone 2 Structure,Horaires Structure,Adresse Structure,Code Postal Structure,Commune Structure,Code Insee Commune Structure,Missions couvertes Structure,Thématiques couvertes
35245,Romillé,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35250,Saint-Armel,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35266,Saint-Erblon,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35275,Saint-Gilles,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35278,Saint-Grégoire,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35281,Saint-Jacques-de-la-Lande,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35310,Saint-Sauveur-des-Landes,200072452,Communauté d’agglomération Fougères Agglomération,35,Ille-et-Vilaine,53,Bretagne,af0f8c8e-19a2-468a-ae8c-aec33581a6f9,Rénobatys,renobatys@ale-fougeres.bzh,https://www.ale-fougeres.bzh,0290802000,,"[""lundi et mardi : 14 h – 17 h 30,
"",""mercredi, jeudi : 9 h – 12 h 30 / 14 h – 17 h 30, "",""vendredi : 9 h – 12 h / 14 h – 16 h 30.""]",1 rue de la Moussais,35300,FOUGERES,35115,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE"", ""AUTONOMIE""]"
35315,Saint-Sulpice-la-Forêt,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35334,Thorigné-Fouillard,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35351,Le Verger,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35352,Vern-sur-Seiche,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35353,Vezin-le-Coquet,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
35363,Pont-Péan,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne,dd8b3859-8a1a-4b52-9697-0ea11be113d7,ecoTravo,infoenergie@alec-rennes.org,https://www.alec-rennes.org/,0800000353,,"[""Permanences du lundi au vendredi, 9h-12h / 13h30-17h30""]", 4 boulevard Georges Clémenceau,35200,RENNES,35238,"[""APPUI_PARCOURS_AMELIORATION_HABITAT"", ""CONSEIL"", ""INFORMATION"", ""MISSION_DT"", ""ORIENTATION""]","[""AUTONOMIE"", ""LUTTE_CONTRE_HABITAT_INDIGNE"", ""RENOVATION_ENERGETIQUE""]"
