X,Y,objectid,nomstr,adr,ville,cp,web,tel,mail,equip,statut,nbani,jrhrouv,tarif,acc,acclib,deptech,rechemp,cpbur,cpweb,fabnum,demdemat,atcultnum,accindi,acccoll,createur,date_creation,editeur,der_date_edit,etiserv,etiacc,source,wifi,actj,actsen,actrechemp,actretempfem,actpersetr,acctspublic,cdag,etiact,globalid,idet,olundi,omardi,omercredi,ojeudi,ovendredi,osamedi,odimanche,hlundm,hlunfm,hlundam,hlunfam,hmardm,hmarfm,hmardam,hmarfam,hmerdm,hmerfm,hmerdam,hmerfam,hjeudm,hjeufm,hjeudam,hjeufam,hvendm,hvenfm,hvendam,hvenfam,hsamdm,hsamfm,hsamdam,hsamfam,hdimdm,hdimfm,hdimdam,hdimfam,hvac,parc_acces,parc_diag,parc_sensib,parc_assist,parc_former,parc_orient
354803.104300068,6790416.43950116,182,LabFab UR1,Université rennes 1 campus beaulieu bat.11c,RENNES,35000,https://labfab.univ-rennes1.fr,,labfab@univ-rennes1.fr,,Etablissement public de l'Etat,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,c4795ddf-0976-4616-acdd-59263470e941,EN-285-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355208.299500072,6787390.03520117,192,Croix Rouge Française,4 rue de la Sauvaie,RENNES,35000,http://www.croix-rouge.fr,0299677570,ul.rennes@croix-rouge.fr,,Structure associative,0,"Mardi et jeudi : 9h30-11h30, 14h30-16h30, mercredi et vendredi : 9h30-11h30",,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,cplt_WTC,,,,,,,,7,,b894f585-d9f4-40a2-b501-b6cbefc53209,EN-454-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352128.074600073,6789626.66170117,201,LabFab EESAB,34 rue hoche,RENNES,35000,http://labfab.fr,,eesab@labfab.fr,,,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,068f0ec0-9e99-4638-b2bb-a6ed221630df,EN-295-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351628.500000069,6793847.70080116,202,Médiathèque Paul Ruaudel,10 boulevard de la belle épine,SAINT-GREGOIRE,35760,http://mediatheque.saint-gregoire.fr/ ,0299689362,mediatheque@saint-gregoire.fr,"5 PC accès Internets, 5 tablettes, 1 imprimante scanner",Bibliothèque,0,,,,0,0,0,0,0,0,0,0,0,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,,1,0,0,0,,0,0,7,,17dc6a0f-421f-46c0-a48c-ea0a89afe2e3,EN-477-7-35760,0,1,1,1,1,1,0,,,,,,,14:00:00,18:00:00,10:00:00,12:00:00,14:00:00,18:00:00,,,15:30:00,18:00:00,,,15:30:00,19:00:00,10:00:00,12:00:00,14:00:00,17:00:00,,,,,0,1,0,0,0,0,1
336970.000100072,6801965.90400113,207,La Mosaïque,7 bis rue de la Chauvrais,ROMILLE,35850,romille.fr,0787124537,nathalie.carissan@romille.fr,"1 tablette, 1 pc portable",Collectivité publique,1,,,,0,1,0,1,1,0,0,1,0,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Dépannage technique - Compétences bureautiques - Compétence de base internet - Ateliers culture numérique (photo, réseaux sociaux)",Collectif,,1,0,1,0,,0,0,7,Séniors,33236b27-61a4-4d46-8378-96677a996290,EN-943-7-35850,0,0,0,1,0,0,0,,,,,,,,,,,,,10:00:00,12:00:00,,,,,,,,,,,,,,,0,1,0,1,0,1,1
356541.801400067,6786274.90260118,220,PAE Sud Est 35,101 A avenue André Bonnin,CHANTEPIE,35135,https://www.paesudest-35.fr/le-pae/nos-2-sites-d-accueil.html,0299410795,pae.chantepie@orange.fr,4 PC - Internet - Imprimante,Structure associative,2,,Gratuit,,0,0,1,0,0,0,1,0,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Recherche d’emploi - Aide aux démarches administratives dématérialisées,Individuel et Collectif,,1,0,0,1,,0,0,7,Demandeurs d'emploi,963ed7e9-1bf3-448b-8f7c-22b1387f2b42,EN-521-7-35135,1,1,0,1,1,0,0,09:00:00,11:30:00,,,09:00:00,11:30:00,,,,,,,09:00:00,11:30:00,,,09:00:00,11:30:00,,,,,,,,,,,0,1,0,0,0,0,0
344332.70300007,6801733.60320113,223,Médiathèque La Parenthèse,1 allée des sports,GEVEZE,35850,http://www.mediatheques.syrenor.fr/index.php?option=com_content&view=article&id=28&Itemid=307,0299690555,mediatheque@ville-geveze.fr,"8 PC avec internet, 1 imprimante ",Bibliothèque,1,,10 impressions gratuites par mois par personne,,1,0,0,0,0,0,0,1,0,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Accès libre - Ateliers culture numérique (photo, réseaux sociaux)",Collectif,,1,0,1,0,,0,0,7,Séniors,4bc29f99-6e8d-4e40-953a-fbff6c586eda,EN-330-7-35850,1,1,1,0,1,1,0,,,16:15:00,18:00:00,,,16:15:00,18:00:00,10:00:00,12:30:00,15:00:00,18:00:00,,,,,,,16:15:00,18:00:00,10:00:00,12:30:00,,,,,,,0,1,0,0,0,1,1
332922.200700074,6785857.00060118,228,Bibliothèque Municipale,9 place du bourg,LE VERGER,35160,https://www.mairie-le-verger.fr/page.php?id_rub=62,0299079469,bibliotheque@mairie-le-verger.fr,1 PC avec internet,Bibliothèque,0,,,,1,0,0,0,0,0,0,0,0,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,Collectif,,0,0,0,0,,0,0,7,,d71197e2-777a-4d18-bfbf-d1f1a5883455,EN-317-7-35160,0,0,1,0,0,1,0,,,,,,,,,10:30:00,12:30:00,16:00:00,18:00:00,,,,,,,,,10:30:00,12:30:00,,,,,,,0,1,0,0,0,,1
352183.745900067,6788635.46070117,229,LabFab MDA,Maison des associations 6 cours des alliés,RENNES,35000,http://www.labfab.fr,,mda@labfab.fr,,,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,bd906ec2-a396-4841-9c7e-0f92648415b5,EN-288-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349579.817200067,6794656.60800115,233,Le Gué d'Olivet,2 rue motte,MONTGERMONT,35760,http://leguedolivet.free.fr/informatique.htm,,bellacitajp@hotmail.fr,,Structure associative,0,Lundi:18h30-20h00 Jeudi:10h30-12h00 Vendredi:18h30-20h00,Problèmes liés à l’usage d’un ordinateur 30€ l'année médiation numérique:30€ les 6 séances devenir youtuber 30€ les 6 séances 20€ d'assurance,,,,,1,1,,,1,1,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Compétences bureautiques - Compétence de base internet - Ateliers culture numérique (photo, réseaux sociaux)",Individuel,DPT35,,,,,,,,7,,1c11e18e-db87-4508-bb39-593abb801d8a,EN-313-7-35760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353180.200000072,6786572.88000117,235,Point Information Médiation Multi Services - Rennes Sud - Médiation Métropole,"47, avenue des Pays-Bas ",RENNES,35200,http://www.pimms.org,0299320258,rennes@pimms.org,,Structure associative,0,,,"""le Quadri"" - Métro ""Triangle""",1,0,1,1,1,0,1,1,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Accès libre - Recherche d’emploi - Compétences bureautiques - Compétence de base internet - Aide aux démarches administratives dématérialisées - Ateliers culture numérique (photo, réseaux sociaux)",Individuel et Collectif,,0,,,,,,1,7,,9e5b9ea5-9b5b-4187-a337-e8dd7bbf9906,EN-449-7-35200,1,1,1,1,1,0,0,09:00:00,12:30:00,14:00:00,17:15:00,,,14:00:00,19:30:00,09:00:00,12:30:00,14:00:00,17:15:00,,,14:00:00,17:15:00,09:00:00,12:30:00,14:00:00,17:15:00,,,,,,,,,0,,,,,,
353625.006700071,6787579.45970117,240,Maison de quartier Francisco Ferrer,"40 rue montaigne 
",RENNES,35000,http://www.mqff.fr/articles/ateliers-permanents,0299222260,mqff@wanadoo.fr,,Structure associative,0,Vendredi 16h00-17h00,,,1,,,,,,,,1,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,Individuel,DPT35,,1,,,,,1,7,Jeunes,c70be139-585c-45fb-8c8b-5d9c24e36310,EN-276-7-35000,,,,,1,,,,,,,,,,,,,,,,,,,,,16:00:00,17:00:00,,,,,,,,,,,,,,,
349512.591200072,6788091.61580117,241,Cercle Paul Bert Cleunay,"2 boulevard de la guérinais
",RENNES,35000,http://www.cerclepaulbert.asso.fr/13/nom_activite-73/activite-299#resultat,0299672336,cleunay@cerclepaulbert.asso.fr,,Structure associative,0,Mercredi:18h30-20h00,,,,,,1,1,,,1,,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Compétences bureautiques - Compétence de base internet - Ateliers culture numérique (photo, réseaux sociaux)",Collectif,DPT35,,,,,,,1,7,,48068942-40d2-4cb6-b30f-2b81bb6a0e10,EN-268-7-35000,,,1,,,,,,,,,,,,,,,18:30:00,20:00:00,,,,,,,,,,,,,,,,,,,,,,,
345112.101100068,6793552.70290116,247,La Médiathèque,Chemin de la Métairie ,PACE,35740,http://www.mediatheque-pace.fr/index/index/id_profil/1,0299855110,contact@mediatheque-pace.fr,"3 PC avec internet, 1 imprimante scanner",Bibliothèque,4,,"impressions noir et blanc 15 centimes, accompagnement individuel sur rdv 1 h max",,1,0,0,1,1,0,1,1,1,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Accès libre - Compétences bureautiques - Compétence de base internet - Aide aux démarches administratives dématérialisées - Ateliers culture numérique (photo, réseaux sociaux)",Individuel,,1,0,0,0,,0,1,7,,5aac7df3-26be-4583-8e2c-1894e50aee4e,EN-303-7-35740,0,1,1,1,1,1,0,,,,,,,15:00:00,19:00:00,10:00:00,12:30:00,14:00:00,18:30:00,,,15:00:00,18:30:00,,,15:00:00,19:00:00,10:00:00,12:30:00,14:00:00,17:00:00,,,,,0,1,1,1,1,1,1
352078.571500073,6788598.28010117,249,Exploratoire - We Ker,2 cours des alliés,RENNES,35000,https://www.exploratoire.com/,0951314080,exploratoire@we-ker.org,"6 Ordinateurs, imprimante/copieur, tablette",Structure associative,3,,Gratuit,"Métro Charles de Gaulle Bus arrêt Charles de Gaulle lignes 3, 8, 54, 55, 56 Bus arrêt Champs Libres lignes 1, 2, 11",1,0,0,0,0,0,0,0,1,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,Individuel,,1,,,,,,1,7,,6a4e73a7-2ffc-4df3-8e04-6cdbd264b4c9,EN-985-7-35000,0,1,1,1,1,0,0,,,,,10:00:00,12:30:00,13:30:00,17:30:00,10:00:00,12:30:00,13:30:00,17:30:00,10:00:00,12:30:00,13:30:00,17:30:00,10:00:00,12:30:00,13:30:00,17:30:00,,,,,,,,,1,1,0,0,0,0,1
355965.810000071,6786208.11000117,252,Club Loisirs Informatique Cantepien - Maison des associations,4 rue de Chalotais,CHANTEPIE,35135,https://www.clic-informatique-chantepie.fr/,0614576419,jean-michel.tonqueze@cegetel.net,"12 PC avec Internet , 1 imprimante, 1 scanner",Structure associative,3,,20 € adhésion 80€ par an 36€ par trimestre,,0,1,0,1,1,0,1,1,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Dépannage technique - Compétences bureautiques - Compétence de base internet - Aide aux démarches administratives dématérialisées - Ateliers culture numérique (photo, réseaux sociaux)",Individuel et Collectif,,0,1,1,1,,1,1,7,Jeunes - Séniors - Demandeurs d'emploi - Personnes étrangères,69c6e318-12d6-4e71-8ddf-b342da49436a,EN-344-7-35135,1,1,1,1,1,1,0,10:00:00,12:00:00,13:30:00,20:30:00,10:00:00,12:00:00,13:30:00,20:30:00,10:00:00,12:00:00,13:30:00,20:30:00,10:00:00,12:00:00,13:30:00,20:30:00,10:00:00,12:00:00,13:30:00,20:30:00,10:00:00,12:00:00,,,,,,,1,1,1,1,1,1,1
352445.30330007,6789213.80300117,254,Espace Numérique - ESC Centre / Kleber,7 rue Kleber,RENNES,35000,https://metropole.rennes.fr/organisme/espace-numerique-centre-6268,0299023035,numerique.esc@ccasrennes.fr,"3 PC portables, 1 imprimante / scanner, 1 borne multi-services pour utilisateurs autonomes (CAF, Pôle Emploi, CPAM...)",Collectivité publique,1,,Gratuit,"Bus C3, arrêt ""Place Pasteur"" / Bus C4 et C6, arrêt ""Paul Bert""",1,0,0,0,0,0,1,1,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Accès libre - Aide aux démarches administratives dématérialisées - Ateliers culture numérique (photo, réseaux sociaux)",Individuel et Collectif,,1,0,0,0,,0,1,7,,3f06a429-ea3e-4610-ad0b-5b43da248dd4,EN-478-7-35000,0,0,0,1,1,0,0,,,,,,,,,,,,,09:00:00,12:00:00,,,09:00:00,12:00:00,,,,,,,,,,,0,1,1,1,1,1,1
351843.42080007,6789050.96110117,255,We Ker,7 rue de la Parcheminerie,RENNES,35000,https://we-ker.org/,0299780078,contact@we-ker.org,Accès libre à 3 ordinateurs,Structure associative,0,,Gratuit,Métro république,1,0,0,0,0,0,0,0,1,0,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,Individuel,,1,1,,1,,0,0,7,Jeunes - Demandeurs d'emploi,cf4b9658-be09-47f1-bf26-407e25a094ec,EN-984-7-35000,1,1,1,1,1,0,0,08:45:00,12:30:00,,,08:45:00,12:30:00,13:30:00,17:30:00,08:45:00,12:30:00,13:30:00,17:30:00,08:45:00,12:30:00,13:30:00,17:30:00,08:45:00,12:30:00,13:30:00,17:30:00,,,,,,,,,1,1,0,1,0,0,0
354803.104300068,6790416.43950116,261,LabFab ÉduLab,Université rennes 2 place du recteur henri le moal / bat.t,RENNES,35000,http://www.labfab.fr,,edulab@labfab.fr,,,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,9d6ef3b9-d3e2-4eff-9b62-7da686b6587d,EN-289-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353675.787800068,6786862.88720118,262,Cercle Paul Bert Blosne Pôle Landrel,"10 chemin du landrel
",RENNES,35200,http://www.cerclepaulbert.asso.fr/14/section-27/activite-299,0299323210,"
forum.landrel@cerclepaulbert.asso.fr
",,Structure associative,0,"Mardi, Mercredi, Vendredi:9h30-12h00 Jeudi :9h30-11h30 (accès libre) et 14h00-16h30",,,,,,1,1,,1,,,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Compétences bureautiques - Compétence de base internet - Aide aux démarches administratives dématérialisées,Collectif,DPT35,,,,,,,1,7,,c09f3618-cb33-4e81-909c-98e1d361e658,EN-254-7-35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349590.271300073,6789380.82700117,264,Cercle Paul Bert Nord-Ouest,"28 rue charles géniaux
",RENNES,35000,http://www.cerclepaulbert.asso.fr/13/nom_activite-73/activite-299#resultat,0223461040,noroit@cerclepaulbert.asso.fr,,Structure associative,0,"Mardi, Jeudi et Vendredi:9h30-11h30 ",,,1,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,,DPT35,,,,,,,1,7,,06b6d5b9-23c3-43da-9743-5ba334f81f48,EN-267-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350805.529700073,6788830.99320117,265,La French Tech Rennes Saint-Malo,2 rue de la mabilais,RENNES,35000,http://lafrenchtech-rennes.fr,,,,,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,463d40be-fe4c-4e14-8096-d45c2ed911c0,EN-292-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351909.40320007,6786593.34320117,266,MJC Maison de Suède,"5 rue de suède 
",RENNES,35000,https://www.mjcmaisondesuede.com/ple-multimdia,0299516170,maison.de.suede@wanadoo.fr,,Structure associative,0,Mardi:10h00-12h00 Mercredi:10h00-12:00,Adultes:sessions d'initiation et de perfectionnement sur l'outil informatique Adhésion 6€ + 25€ les 5 séances de deux heures,,,,1,1,1,,,,,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Recherche d’emploi - Compétences bureautiques - Compétence de base internet,Collectif,DPT35,,1,,,,,1,7,Jeunes,736c0008-a2a2-4422-ab30-a514a8bc49e0,EN-272-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349900.916600066,6790324.60030116,267,Maison de quartier de Villejean,"2 rue de bourgogne 
",RENNES,35000,https://www.mqvillejean.fr,0299590402,multimedia@mqvillejean.fr,,Structure associative,0,,,,,,,1,1,,,,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Compétences bureautiques - Compétence de base internet,Individuel et Collectif,DPT35,,1,,,,,1,7,Jeunes,d39607b5-ef64-4a4d-9a45-0a4ef3b9ca69,EN-277-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348286.800800076,6774719.60190121,268,Médiathèque L'Intermed,21 Rue Du Point du Jour,LAILLE,35890,http://mediatheque.laille.fr/search.php?action=accueil,0223614764,mediatheque@laille.fr,1 PC avec internet,Bibliothèque,1,,,,1,0,0,1,1,0,1,1,0,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Accès libre - Compétences bureautiques - Compétence de base internet - Aide aux démarches administratives dématérialisées - Ateliers culture numérique (photo, réseaux sociaux)",Collectif,,1,0,1,0,,0,1,7,Séniors,c1d0cd10-bb57-4bb8-887b-28a7e84d33c2,EN-321-7-35890,0,1,1,0,0,1,1,,,,,,,16:00:00,18:30:00,10:00:00,12:30:00,14:00:00,18:30:00,,,,,,,,,10:00:00,12:00:00,,,10:00:00,12:00:00,,,0,1,1,1,1,1,0
351432.863800066,6787985.91000117,269,Cercle Paul Bert Ginguené,"13 bis rue ginguené 
",RENNES,35000,http://www.cerclepaulbert.asso.fr/14/section-20/activite-168,0299301089,pnt.ginguene@cerclepaulbert.asso.fr,,Structure associative,0,Lundi:10h30-12h00 Jeudi:14h00-16h00,,,,1,,1,1,1,,,,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Dépannage technique - Compétences bureautiques - Compétence de base internet - Fabrication numérique (Fablab ,imprimante 3D,…)",Collectif,DPT35,,1,,,,,1,7,Jeunes,c8d59b19-a45e-413a-8aaf-57abc68b12f4,EN-281-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350909.126200068,6786833.43520117,270,MJC Bréquigny,"15 avenue georges graff 
",RENNES,35000,http://www.mjcbrequigny.com/index.php?2015/11/24/701-le-pole-multimedia-vous-accompagne,0299869595,multimedia@mjcbrequigny.com,,Structure associative,0,"Tous les quinze jours, le mardi, hors vacances scolaires",,,,,,,,,,,,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,Collectif,DPT35,,1,,,,,1,7,Jeunes,6e0e623d-99ff-48af-8b3a-10b62e176224,EN-283-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350669.384300071,6788882.40430117,271,Association les 3 maisons - Maison Marion du Faouët,"10 allée marion du faouët 
",RENNES,35000,http://troismaisons.org/la-maison-marion-du-faouet/pole-multimedia,0223420796,pnt.3maisons@gmail.com,,Structure associative,0,,,,,,,1,1,,,1,1,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Compétences bureautiques - Compétence de base internet - Ateliers culture numérique (photo, réseaux sociaux)",Individuel,DPT35,,1,,,,,1,7,Jeunes,ddf31bc3-ab76-4a39-90a0-cd45690dd5c2,EN-284-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352983.082300069,6791953.37620116,288,Maison de quartier de la Bellangerais,"5 rue du morbihan 
",RENNES,35000,http://www.labellangerais.org/multimedia/ateliers,0299272114,multimedia@labellangerais.org,,Structure associative,0,,,,,,1,1,1,,,1,,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Recherche d’emploi - Compétences bureautiques - Compétence de base internet - Ateliers culture numérique (photo, réseaux sociaux)",Collectif,DPT35,,1,,,,,1,7,Jeunes,b3be0cda-42ce-4abd-a0ca-939d7dc438b3,EN-278-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349995.700900073,6787997.10100117,289,Bibliothèque municipale Antipode,75 Avenue Jules Maniez,RENNES,35000,http://www.bibliotheques.rennes.fr,0223622670,bm@ville-rennes.fr,,Bibliothèque,1,,Gratuit,Bus : Lignes 6 et 9 / Métro Ligne B : Cleunay,1,1,1,1,1,1,1,1,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Accès libre - Dépannage technique - Recherche d’emploi - Compétences bureautiques - Compétence de base internet - Fabrication numérique (Fablab ,imprimante 3D,…) - Aide aux démarches administratives dématérialisées - Ateliers culture numérique (photo, réseaux sociaux)",Individuel et Collectif,,1,1,1,1,,1,1,7,Jeunes - Séniors - Demandeurs d'emploi - Personnes étrangères,e79f6c3c-6fb8-4cee-9628-ab87182dc55e,EN-263-7-35000,0,1,1,0,1,1,0,,,,,,,14:30:00,18:30:00,10:00:00,12:30:00,14:30:00,18:30:00,,,,,,,14:30:00,18:30:00,10:00:00,12:30:00,14:30:00,18:00:00,,,,,1,1,0,1,1,1,1
352299.271800066,6788752.96280117,290,La Cantine numérique rennaise,Les champs libres 46 boulevard magenta,RENNES,35000,http://www.lacantine-rennes.net,0299659653,contact@lacantine-rennes.net,,,2,,,,,,,,,,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,,,NETPUBLIC,,,,,,,,7,,e1fca802-1af0-42ba-8abd-29e881529778,EN-297-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355066.601700069,6789438.10760117,293,LabFab SPI,Université bretagne loire campus beaulieu (pnrb bat.9b) 263  avenue du général leclerc,RENNES,35000,https://utice.u-bretagneloire.fr/teaching-lab,,contact-utice@u-bretagneloire.fr,,Etablissement public de l'Etat,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,5d7b4fc0-59ed-41bb-bbf8-2af72206a241,EN-286-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353966.197100067,6791529.01740116,294,"Centre socioculturel ""Les Longs Prés""","1 rue des longs prés 
",RENNES,35000,http://www.leslongspres.fr/multimedia,0299384386,centreleslongspres@gmail.com,,Structure associative,0,,,,1,,1,1,1,,1,,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre - Recherche d’emploi - Compétences bureautiques - Compétence de base internet - Aide aux démarches administratives dématérialisées,Individuel et Collectif,DPT35,,1,,,,,1,7,Jeunes,6b2c6409-214a-41f4-b449-7705a5278934,EN-282-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352183.745900067,6788635.46070117,295,Bug,Maison des associations 6 cours des alliés,RENNES,35000,http://www.asso-bug.org,,,,Structure associative,0,,,,,,,,,1,,,,,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Fabrication numérique (Fablab ,imprimante 3D,…)",,maplabbzh,,,,,,,,7,,ffb3b765-0dd3-44e4-8976-2f401ea3922c,EN-293-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351260.162700067,6790025.42410117,296,Maison de quartier La Touche,"6 rue du cardinal paul gouyon 
",RENNES,35000,http://www.mdqlatouche.com,0299544512,,,Structure associative,0,,30€/stage,,,,,1,1,,,1,,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Compétences bureautiques - Compétence de base internet - Ateliers culture numérique (photo, réseaux sociaux)",Collectif,DPT35,,1,,,,,1,7,Jeunes,de1a802a-7dcf-4865-84cb-054eec4c6b7b,EN-275-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352552.828700068,6787827.08680117,298,Pôle informatique Maison de quartier Sainte-Thérèse,"14 rue jean boucher 
",RENNES,35000,http://www.mqst.org/pole-multimedia,0299222444,info@mqst.org,,Structure associative,0,,,,1,1,,1,1,,,1,,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,"Accès libre - Dépannage technique - Compétences bureautiques - Compétence de base internet - Ateliers culture numérique (photo, réseaux sociaux)",Collectif,DPT35,,,,,,,1,7,,b8dfe422-13ca-4428-bac0-fd81b2dcff44,EN-270-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351585.311000066,6788493.62730117,300,La Tour d'Auvergne,"8 passage du couëdic 
",RENNES,35000,http://www.tourdauvergneasso.com/loisirs/pole-multimedia,0299301089,informatique@tourdauvergneasso.com,,Structure associative,0,mardi 10h-12h et 14h-18h mercredi:14h-17h jeudi 10h-12h et 14h-18h vendredi 10h-12h,COURS COLLECTIFS:40€ les 5 heures INDIVIDUEL:A l’heure:12€ PACK 5 heures:54€ ACCÈS LIBRE 30€ à l’année / 3€ de l’heure Gratuit pour les demandeurs d’emplois et étudiants CLUB JEUNESSE Gratuit pour les,,1,,,,,,,,1,1,CG35Admin,2023/11/02 07:35:45.664+00,CG35Admin,2023/11/02 07:35:45.664+00,Accès libre,Individuel et Collectif,DPT35,,1,,,,,1,7,Jeunes,2ca0d410-4eeb-4360-ae41-7caafaffb3d0,EN-279-7-35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
